"Year","Month","Geography_Type","Strata","Strata_Name","Cause","Cause_Desc","Count","Annotation_Code","Annotation_Desc"
1972,02,Residence,Age,15-24 years,ALL,All causes (total),361,,
1972,02,Residence,Age,25-34 years,ALL,All causes (total),307,,
1972,02,Residence,Age,35-44 years,ALL,All causes (total),507,,
1972,02,Residence,Age,45-54 years,ALL,All causes (total),1273,,
1972,02,Residence,Age,55-64 years,ALL,All causes (total),2150,,
1972,02,Residence,Age,65-74 years,ALL,All causes (total),3305,,
1972,02,Residence,Age,75-84 years,ALL,All causes (total),3703,,
1972,02,Residence,Age,85 years and over,ALL,All causes (total),2189,,
1972,02,Residence,Gender,Female,ALL,All causes (total),6487,,
1972,02,Residence,Gender,Male,ALL,All causes (total),7846,,
1972,03,Occurrence,Total Population,Total Population,ALL,All causes (total),13954,,
1972,03,Occurrence,Age,Under 1 year,ALL,All causes (total),417,,
1972,03,Occurrence,Age,1-4 years,ALL,All causes (total),105,,
1972,03,Occurrence,Age,5-14 years,ALL,All causes (total),125,,
1972,03,Occurrence,Age,15-24 years,ALL,All causes (total),419,,
1972,03,Occurrence,Age,25-34 years,ALL,All causes (total),349,,
1972,03,Occurrence,Age,35-44 years,ALL,All causes (total),552,,
1972,03,Occurrence,Age,45-54 years,ALL,All causes (total),1281,,
1972,03,Occurrence,Age,55-64 years,ALL,All causes (total),2236,,
1972,03,Occurrence,Age,65-74 years,ALL,All causes (total),3064,,
1972,03,Occurrence,Age,75-84 years,ALL,All causes (total),3439,,
1972,03,Occurrence,Age,85 years and over,ALL,All causes (total),1967,,
1972,03,Occurrence,Gender,Female,ALL,All causes (total),6228,,
1972,03,Occurrence,Gender,Male,ALL,All causes (total),7726,,
1972,03,Residence,Total Population,Total Population,ALL,All causes (total),13899,,
1972,03,Residence,Age,Under 1 year,ALL,All causes (total),415,,
1972,03,Residence,Age,1-4 years,ALL,All causes (total),109,,
1972,03,Residence,Age,5-14 years,ALL,All causes (total),127,,
1972,03,Residence,Age,15-24 years,ALL,All causes (total),420,,
1972,03,Residence,Age,25-34 years,ALL,All causes (total),351,,
1972,03,Residence,Age,35-44 years,ALL,All causes (total),556,,
1972,03,Residence,Age,45-54 years,ALL,All causes (total),1293,,
1972,03,Residence,Age,55-64 years,ALL,All causes (total),2220,,
1972,03,Residence,Age,65-74 years,ALL,All causes (total),3041,,
1972,03,Residence,Age,75-84 years,ALL,All causes (total),3401,,
1972,03,Residence,Age,85 years and over,ALL,All causes (total),1966,,
1972,03,Residence,Gender,Female,ALL,All causes (total),6208,,
1972,03,Residence,Gender,Male,ALL,All causes (total),7691,,
1972,04,Occurrence,Total Population,Total Population,ALL,All causes (total),13415,,
1972,04,Occurrence,Age,Under 1 year,ALL,All causes (total),394,,
1972,04,Occurrence,Age,1-4 years,ALL,All causes (total),87,,
1972,04,Occurrence,Age,5-14 years,ALL,All causes (total),103,,
1972,04,Occurrence,Age,15-24 years,ALL,All causes (total),391,,
1972,04,Occurrence,Age,25-34 years,ALL,All causes (total),392,,
1972,04,Occurrence,Age,35-44 years,ALL,All causes (total),517,,
1972,04,Occurrence,Age,45-54 years,ALL,All causes (total),1173,,
1972,04,Occurrence,Age,55-64 years,ALL,All causes (total),2129,,
1972,04,Occurrence,Age,65-74 years,ALL,All causes (total),2870,,
1972,04,Occurrence,Age,75-84 years,ALL,All causes (total),3392,,
1972,04,Occurrence,Age,85 years and over,ALL,All causes (total),1966,,
1972,04,Occurrence,Gender,Female,ALL,All causes (total),6059,,
1972,04,Occurrence,Gender,Male,ALL,All causes (total),7356,,
1972,04,Residence,Total Population,Total Population,ALL,All causes (total),13433,,
1972,04,Residence,Age,Under 1 year,ALL,All causes (total),389,,
1972,04,Residence,Age,1-4 years,ALL,All causes (total),88,,
1972,04,Residence,Age,5-14 years,ALL,All causes (total),104,,
1972,04,Residence,Age,15-24 years,ALL,All causes (total),401,,
1972,04,Residence,Age,25-34 years,ALL,All causes (total),389,,
1972,04,Residence,Age,35-44 years,ALL,All causes (total),522,,
1972,04,Residence,Age,45-54 years,ALL,All causes (total),1189,,
1972,04,Residence,Age,55-64 years,ALL,All causes (total),2139,,
1972,04,Residence,Age,65-74 years,ALL,All causes (total),2854,,
1972,04,Residence,Age,75-84 years,ALL,All causes (total),3393,,
1972,04,Residence,Age,85 years and over,ALL,All causes (total),1964,,
1972,04,Residence,Gender,Female,ALL,All causes (total),6041,,
1972,04,Residence,Gender,Male,ALL,All causes (total),7392,,
1972,05,Occurrence,Total Population,Total Population,ALL,All causes (total),14202,,
1972,05,Occurrence,Age,Under 1 year,ALL,All causes (total),462,,
1972,05,Occurrence,Age,1-4 years,ALL,All causes (total),99,,
1972,05,Occurrence,Age,5-14 years,ALL,All causes (total),120,,
1972,05,Occurrence,Age,15-24 years,ALL,All causes (total),486,,
1972,05,Occurrence,Age,25-34 years,ALL,All causes (total),343,,
1972,05,Occurrence,Age,35-44 years,ALL,All causes (total),552,,
1972,05,Occurrence,Age,45-54 years,ALL,All causes (total),1312,,
1972,05,Occurrence,Age,55-64 years,ALL,All causes (total),2185,,
1972,05,Occurrence,Age,65-74 years,ALL,All causes (total),3059,,
1972,05,Occurrence,Age,75-84 years,ALL,All causes (total),3578,,
1972,05,Occurrence,Age,85 years and over,ALL,All causes (total),2002,,
1972,05,Occurrence,Gender,Female,ALL,All causes (total),6346,,
1972,05,Occurrence,Gender,Male,ALL,All causes (total),7856,,
1972,05,Residence,Total Population,Total Population,ALL,All causes (total),14203,,
1972,05,Residence,Age,Under 1 year,ALL,All causes (total),459,,
1972,05,Residence,Age,1-4 years,ALL,All causes (total),99,,
1972,05,Residence,Age,5-14 years,ALL,All causes (total),120,,
1972,05,Residence,Age,15-24 years,ALL,All causes (total),482,,
1972,05,Residence,Age,25-34 years,ALL,All causes (total),347,,
1972,05,Residence,Age,35-44 years,ALL,All causes (total),560,,
1972,05,Residence,Age,45-54 years,ALL,All causes (total),1316,,
1972,05,Residence,Age,55-64 years,ALL,All causes (total),2181,,
1972,05,Residence,Age,65-74 years,ALL,All causes (total),3051,,
1972,05,Residence,Age,75-84 years,ALL,All causes (total),3582,,
1972,05,Residence,Age,85 years and over,ALL,All causes (total),2003,,
1972,05,Residence,Gender,Female,ALL,All causes (total),6337,,
1972,05,Residence,Gender,Male,ALL,All causes (total),7866,,
1972,06,Occurrence,Total Population,Total Population,ALL,All causes (total),13075,,
1972,06,Occurrence,Age,Under 1 year,ALL,All causes (total),369,,
1972,06,Occurrence,Age,1-4 years,ALL,All causes (total),92,,
1972,06,Occurrence,Age,5-14 years,ALL,All causes (total),120,,
1972,06,Occurrence,Age,15-24 years,ALL,All causes (total),436,,
1972,06,Occurrence,Age,25-34 years,ALL,All causes (total),377,,
1972,06,Occurrence,Age,35-44 years,ALL,All causes (total),519,,
1972,06,Occurrence,Age,45-54 years,ALL,All causes (total),1124,,
1972,06,Occurrence,Age,55-64 years,ALL,All causes (total),2122,,
1972,06,Occurrence,Age,65-74 years,ALL,All causes (total),2732,,
1972,06,Occurrence,Age,75-84 years,ALL,All causes (total),3278,,
1972,06,Occurrence,Age,85 years and over,ALL,All causes (total),1901,,
1972,06,Occurrence,Gender,Female,ALL,All causes (total),5787,,
1972,06,Occurrence,Gender,Male,ALL,All causes (total),7288,,
1972,06,Residence,Total Population,Total Population,ALL,All causes (total),13113,,
1972,06,Residence,Age,Under 1 year,ALL,All causes (total),368,,
1972,06,Residence,Age,1-4 years,ALL,All causes (total),91,,
1972,06,Residence,Age,5-14 years,ALL,All causes (total),119,,
1972,06,Residence,Age,15-24 years,ALL,All causes (total),448,,
1972,06,Residence,Age,25-34 years,ALL,All causes (total),384,,
1972,06,Residence,Age,35-44 years,ALL,All causes (total),517,,
1972,06,Residence,Age,45-54 years,ALL,All causes (total),1133,,
1972,06,Residence,Age,55-64 years,ALL,All causes (total),2134,,
1972,06,Residence,Age,65-74 years,ALL,All causes (total),2737,,
1972,06,Residence,Age,75-84 years,ALL,All causes (total),3279,,
1972,06,Residence,Age,85 years and over,ALL,All causes (total),1898,,
1972,06,Residence,Gender,Female,ALL,All causes (total),5808,,
1972,06,Residence,Gender,Male,ALL,All causes (total),7305,,
1972,07,Occurrence,Total Population,Total Population,ALL,All causes (total),14146,,
1972,07,Occurrence,Age,Under 1 year,ALL,All causes (total),419,,
1972,07,Occurrence,Age,1-4 years,ALL,All causes (total),95,,
1972,07,Occurrence,Age,5-14 years,ALL,All causes (total),144,,
1972,07,Occurrence,Age,15-24 years,ALL,All causes (total),491,,
1972,07,Occurrence,Age,25-34 years,ALL,All causes (total),396,,
1972,07,Occurrence,Age,35-44 years,ALL,All causes (total),546,,
1972,07,Occurrence,Age,45-54 years,ALL,All causes (total),1264,,
1972,07,Occurrence,Age,55-64 years,ALL,All causes (total),2202,,
1972,07,Occurrence,Age,65-74 years,ALL,All causes (total),3037,,
1972,07,Occurrence,Age,75-84 years,ALL,All causes (total),3518,,
1972,07,Occurrence,Age,85 years and over,ALL,All causes (total),2033,,
1972,07,Occurrence,Gender,Female,ALL,All causes (total),6342,,
1972,07,Occurrence,Gender,Male,ALL,All causes (total),7804,,
1972,07,Residence,Total Population,Total Population,ALL,All causes (total),14156,,
1972,07,Residence,Age,Under 1 year,ALL,All causes (total),422,,
1972,07,Residence,Age,1-4 years,ALL,All causes (total),96,,
1972,07,Residence,Age,5-14 years,ALL,All causes (total),146,,
1972,07,Residence,Age,15-24 years,ALL,All causes (total),491,,
1972,07,Residence,Age,25-34 years,ALL,All causes (total),395,,
1972,07,Residence,Age,35-44 years,ALL,All causes (total),549,,
1972,07,Residence,Age,45-54 years,ALL,All causes (total),1266,,
1972,07,Residence,Age,55-64 years,ALL,All causes (total),2203,,
1972,07,Residence,Age,65-74 years,ALL,All causes (total),3023,,
1972,07,Residence,Age,75-84 years,ALL,All causes (total),3522,,
1972,07,Residence,Age,85 years and over,ALL,All causes (total),2042,,
1972,07,Residence,Gender,Female,ALL,All causes (total),6334,,
1972,07,Residence,Gender,Male,ALL,All causes (total),7822,,
1972,08,Occurrence,Total Population,Total Population,ALL,All causes (total),13520,,
1972,08,Occurrence,Age,Under 1 year,ALL,All causes (total),397,,
1972,08,Occurrence,Age,1-4 years,ALL,All causes (total),86,,
1972,08,Occurrence,Age,5-14 years,ALL,All causes (total),138,,
1972,08,Occurrence,Age,15-24 years,ALL,All causes (total),454,,
1972,08,Occurrence,Age,25-34 years,ALL,All causes (total),385,,
1972,08,Occurrence,Age,35-44 years,ALL,All causes (total),569,,
1972,08,Occurrence,Age,45-54 years,ALL,All causes (total),1283,,
1972,08,Occurrence,Age,55-64 years,ALL,All causes (total),2070,,
1972,08,Occurrence,Age,65-74 years,ALL,All causes (total),2905,,
1972,08,Occurrence,Age,75-84 years,ALL,All causes (total),3311,,
1972,08,Occurrence,Age,85 years and over,ALL,All causes (total),1919,,
1972,08,Occurrence,Gender,Female,ALL,All causes (total),6077,,
1972,08,Occurrence,Gender,Male,ALL,All causes (total),7443,,
1972,08,Residence,Total Population,Total Population,ALL,All causes (total),13562,,
1972,08,Residence,Age,Under 1 year,ALL,All causes (total),399,,
1972,08,Residence,Age,1-4 years,ALL,All causes (total),87,,
1972,08,Residence,Age,5-14 years,ALL,All causes (total),140,,
1972,08,Residence,Age,15-24 years,ALL,All causes (total),468,,
1972,08,Residence,Age,25-34 years,ALL,All causes (total),386,,
1972,08,Residence,Age,35-44 years,ALL,All causes (total),568,,
1972,08,Residence,Age,45-54 years,ALL,All causes (total),1291,,
1972,08,Residence,Age,55-64 years,ALL,All causes (total),2081,,
1972,08,Residence,Age,65-74 years,ALL,All causes (total),2910,,
1972,08,Residence,Age,75-84 years,ALL,All causes (total),3312,,
1972,08,Residence,Age,85 years and over,ALL,All causes (total),1917,,
1972,08,Residence,Gender,Female,ALL,All causes (total),6085,,
1972,08,Residence,Gender,Male,ALL,All causes (total),7477,,
1972,09,Occurrence,Total Population,Total Population,ALL,All causes (total),13074,,
1972,09,Occurrence,Age,Under 1 year,ALL,All causes (total),382,,
1972,09,Occurrence,Age,1-4 years,ALL,All causes (total),94,,
1972,09,Occurrence,Age,5-14 years,ALL,All causes (total),119,,
1972,09,Occurrence,Age,15-24 years,ALL,All causes (total),450,,
1972,09,Occurrence,Age,25-34 years,ALL,All causes (total),371,,
1972,09,Occurrence,Age,35-44 years,ALL,All causes (total),516,,
1972,09,Occurrence,Age,45-54 years,ALL,All causes (total),1233,,
1972,09,Occurrence,Age,55-64 years,ALL,All causes (total),2055,,
1972,09,Occurrence,Age,65-74 years,ALL,All causes (total),2859,,
1972,09,Occurrence,Age,75-84 years,ALL,All causes (total),3210,,
1972,09,Occurrence,Age,85 years and over,ALL,All causes (total),1783,,
1972,09,Occurrence,Gender,Female,ALL,All causes (total),5874,,
1972,09,Occurrence,Gender,Male,ALL,All causes (total),7200,,
1972,09,Residence,Total Population,Total Population,ALL,All causes (total),13125,,
1972,09,Residence,Age,Under 1 year,ALL,All causes (total),378,,
1972,09,Residence,Age,1-4 years,ALL,All causes (total),91,,
1972,09,Residence,Age,5-14 years,ALL,All causes (total),122,,
1972,09,Residence,Age,15-24 years,ALL,All causes (total),447,,
1972,09,Residence,Age,25-34 years,ALL,All causes (total),377,,
1972,09,Residence,Age,35-44 years,ALL,All causes (total),522,,
1972,09,Residence,Age,45-54 years,ALL,All causes (total),1232,,
1972,09,Residence,Age,55-64 years,ALL,All causes (total),2070,,
1972,09,Residence,Age,65-74 years,ALL,All causes (total),2871,,
1972,09,Residence,Age,75-84 years,ALL,All causes (total),3221,,
1972,09,Residence,Age,85 years and over,ALL,All causes (total),1792,,
1972,09,Residence,Gender,Female,ALL,All causes (total),5882,,
1972,09,Residence,Gender,Male,ALL,All causes (total),7243,,
1972,10,Occurrence,Total Population,Total Population,ALL,All causes (total),13664,,
1972,10,Occurrence,Age,Under 1 year,ALL,All causes (total),371,,
1972,10,Occurrence,Age,1-4 years,ALL,All causes (total),89,,
1972,10,Occurrence,Age,5-14 years,ALL,All causes (total),108,,
1972,10,Occurrence,Age,15-24 years,ALL,All causes (total),441,,
1972,10,Occurrence,Age,25-34 years,ALL,All causes (total),345,,
1972,10,Occurrence,Age,35-44 years,ALL,All causes (total),554,,
1972,10,Occurrence,Age,45-54 years,ALL,All causes (total),1194,,
1972,10,Occurrence,Age,55-64 years,ALL,All causes (total),2161,,
1972,10,Occurrence,Age,65-74 years,ALL,All causes (total),2908,,
1972,10,Occurrence,Age,75-84 years,ALL,All causes (total),3484,,
1972,10,Occurrence,Age,85 years and over,ALL,All causes (total),2004,,
1972,10,Occurrence,Gender,Female,ALL,All causes (total),6168,,
1972,10,Occurrence,Gender,Male,ALL,All causes (total),7496,,
1972,10,Residence,Total Population,Total Population,ALL,All causes (total),13732,,
1972,10,Residence,Age,Under 1 year,ALL,All causes (total),372,,
1972,10,Residence,Age,1-4 years,ALL,All causes (total),88,,
1972,10,Residence,Age,5-14 years,ALL,All causes (total),109,,
1972,10,Residence,Age,15-24 years,ALL,All causes (total),441,,
1972,10,Residence,Age,25-34 years,ALL,All causes (total),349,,
1972,10,Residence,Age,35-44 years,ALL,All causes (total),558,,
1972,10,Residence,Age,45-54 years,ALL,All causes (total),1203,,
1972,10,Residence,Age,55-64 years,ALL,All causes (total),2185,,
1972,10,Residence,Age,65-74 years,ALL,All causes (total),2924,,
1972,10,Residence,Age,75-84 years,ALL,All causes (total),3493,,
1972,10,Residence,Age,85 years and over,ALL,All causes (total),2005,,
1972,10,Residence,Gender,Female,ALL,All causes (total),6184,,
1972,10,Residence,Gender,Male,ALL,All causes (total),7548,,
1972,11,Occurrence,Total Population,Total Population,ALL,All causes (total),14229,,
1972,11,Occurrence,Age,Under 1 year,ALL,All causes (total),439,,
1972,11,Occurrence,Age,1-4 years,ALL,All causes (total),64,,
1972,11,Occurrence,Age,5-14 years,ALL,All causes (total),96,,
1972,11,Occurrence,Age,15-24 years,ALL,All causes (total),413,,
1972,11,Occurrence,Age,25-34 years,ALL,All causes (total),363,,
1972,11,Occurrence,Age,35-44 years,ALL,All causes (total),508,,
1972,11,Occurrence,Age,45-54 years,ALL,All causes (total),1263,,
1972,11,Occurrence,Age,55-64 years,ALL,All causes (total),2171,,
1972,11,Occurrence,Age,65-74 years,ALL,All causes (total),3171,,
1972,11,Occurrence,Age,75-84 years,ALL,All causes (total),3637,,
1972,11,Occurrence,Age,85 years and over,ALL,All causes (total),2104,,
1972,11,Occurrence,Gender,Female,ALL,All causes (total),6400,,
1972,11,Occurrence,Gender,Male,ALL,All causes (total),7829,,
1972,11,Residence,Total Population,Total Population,ALL,All causes (total),14222,,
1972,11,Residence,Age,Under 1 year,ALL,All causes (total),436,,
1972,11,Residence,Age,1-4 years,ALL,All causes (total),65,,
1972,11,Residence,Age,5-14 years,ALL,All causes (total),100,,
1972,11,Residence,Age,15-24 years,ALL,All causes (total),412,,
1972,11,Residence,Age,25-34 years,ALL,All causes (total),361,,
1972,11,Residence,Age,35-44 years,ALL,All causes (total),513,,
1972,11,Residence,Age,45-54 years,ALL,All causes (total),1270,,
1972,11,Residence,Age,55-64 years,ALL,All causes (total),2180,,
1972,11,Residence,Age,65-74 years,ALL,All causes (total),3152,,
1972,11,Residence,Age,75-84 years,ALL,All causes (total),3626,,
1972,11,Residence,Age,85 years and over,ALL,All causes (total),2106,,
1972,11,Residence,Gender,Female,ALL,All causes (total),6398,,
1972,11,Residence,Gender,Male,ALL,All causes (total),7824,,
1972,12,Occurrence,Total Population,Total Population,ALL,All causes (total),16042,,
1972,12,Occurrence,Age,Under 1 year,ALL,All causes (total),449,,
1972,12,Occurrence,Age,1-4 years,ALL,All causes (total),94,,
1972,12,Occurrence,Age,5-14 years,ALL,All causes (total),98,,
1972,12,Occurrence,Age,15-24 years,ALL,All causes (total),399,,
1972,12,Occurrence,Age,25-34 years,ALL,All causes (total),395,,
1972,12,Occurrence,Age,35-44 years,ALL,All causes (total),518,,
1972,12,Occurrence,Age,45-54 years,ALL,All causes (total),1380,,
1972,12,Occurrence,Age,55-64 years,ALL,All causes (total),2476,,
1972,12,Occurrence,Age,65-74 years,ALL,All causes (total),3553,,
1972,12,Occurrence,Age,75-84 years,ALL,All causes (total),4242,,
1972,12,Occurrence,Age,85 years and over,ALL,All causes (total),2435,,
1972,12,Occurrence,Gender,Female,ALL,All causes (total),7437,,
1972,12,Occurrence,Gender,Male,ALL,All causes (total),8605,,
1972,12,Residence,Total Population,Total Population,ALL,All causes (total),15952,,
1972,12,Residence,Age,Under 1 year,ALL,All causes (total),450,,
1972,12,Residence,Age,1-4 years,ALL,All causes (total),93,,
1972,12,Residence,Age,5-14 years,ALL,All causes (total),99,,
1972,12,Residence,Age,15-24 years,ALL,All causes (total),392,,
1972,12,Residence,Age,25-34 years,ALL,All causes (total),392,,
1972,12,Residence,Age,35-44 years,ALL,All causes (total),517,,
1972,12,Residence,Age,45-54 years,ALL,All causes (total),1390,,
1972,12,Residence,Age,55-64 years,ALL,All causes (total),2460,,
1972,12,Residence,Age,65-74 years,ALL,All causes (total),3503,,
1972,12,Residence,Age,75-84 years,ALL,All causes (total),4222,,
1972,12,Residence,Age,85 years and over,ALL,All causes (total),2431,,
1972,12,Residence,Gender,Female,ALL,All causes (total),7406,,
1972,12,Residence,Gender,Male,ALL,All causes (total),8546,,
1973,01,Occurrence,Total Population,Total Population,ALL,All causes (total),18772,,
1973,01,Occurrence,Age,Under 1 year,ALL,All causes (total),412,,
1973,01,Occurrence,Age,1-4 years,ALL,All causes (total),83,,
1973,01,Occurrence,Age,5-14 years,ALL,All causes (total),100,,
1973,01,Occurrence,Age,15-24 years,ALL,All causes (total),371,,
1973,01,Occurrence,Age,25-34 years,ALL,All causes (total),387,,
1973,01,Occurrence,Age,35-44 years,ALL,All causes (total),568,,
1973,01,Occurrence,Age,45-54 years,ALL,All causes (total),1510,,
1973,01,Occurrence,Age,55-64 years,ALL,All causes (total),2748,,
1973,01,Occurrence,Age,65-74 years,ALL,All causes (total),4316,,
1973,01,Occurrence,Age,75-84 years,ALL,All causes (total),5153,,
1973,01,Occurrence,Age,85 years and over,ALL,All causes (total),3121,,
1973,01,Occurrence,Gender,Female,ALL,All causes (total),8637,,
1973,01,Occurrence,Gender,Male,ALL,All causes (total),10135,,
1973,01,Residence,Total Population,Total Population,ALL,All causes (total),18602,,
1973,01,Residence,Age,Under 1 year,ALL,All causes (total),414,,
1973,01,Residence,Age,1-4 years,ALL,All causes (total),81,,
1973,01,Residence,Age,5-14 years,ALL,All causes (total),99,,
1973,01,Residence,Age,15-24 years,ALL,All causes (total),373,,
1973,01,Residence,Age,25-34 years,ALL,All causes (total),376,,
1973,01,Residence,Age,35-44 years,ALL,All causes (total),563,,
1973,01,Residence,Age,45-54 years,ALL,All causes (total),1507,,
1973,01,Residence,Age,55-64 years,ALL,All causes (total),2727,,
1973,01,Residence,Age,65-74 years,ALL,All causes (total),4257,,
1973,01,Residence,Age,75-84 years,ALL,All causes (total),5093,,
1973,01,Residence,Age,85 years and over,ALL,All causes (total),3109,,
1973,01,Residence,Gender,Female,ALL,All causes (total),8560,,
1973,01,Residence,Gender,Male,ALL,All causes (total),10042,,
1973,02,Occurrence,Total Population,Total Population,ALL,All causes (total),13861,,
1973,02,Occurrence,Age,Under 1 year,ALL,All causes (total),342,,
1973,02,Occurrence,Age,1-4 years,ALL,All causes (total),80,,
1973,02,Occurrence,Age,5-14 years,ALL,All causes (total),76,,
1973,02,Occurrence,Age,15-24 years,ALL,All causes (total),318,,
1973,02,Occurrence,Age,25-34 years,ALL,All causes (total),339,,
1973,02,Occurrence,Age,35-44 years,ALL,All causes (total),485,,
1973,02,Occurrence,Age,45-54 years,ALL,All causes (total),1178,,
1973,02,Occurrence,Age,55-64 years,ALL,All causes (total),2171,,
1973,02,Occurrence,Age,65-74 years,ALL,All causes (total),3113,,
1973,02,Occurrence,Age,75-84 years,ALL,All causes (total),3591,,
1973,02,Occurrence,Age,85 years and over,ALL,All causes (total),2166,,
1973,02,Occurrence,Gender,Female,ALL,All causes (total),6413,,
1973,02,Occurrence,Gender,Male,ALL,All causes (total),7448,,
1973,02,Residence,Total Population,Total Population,ALL,All causes (total),13770,,
1973,02,Residence,Age,Under 1 year,ALL,All causes (total),339,,
1973,02,Residence,Age,1-4 years,ALL,All causes (total),78,,
1973,02,Residence,Age,5-14 years,ALL,All causes (total),77,,
1973,02,Residence,Age,15-24 years,ALL,All causes (total),319,,
1973,02,Residence,Age,25-34 years,ALL,All causes (total),345,,
1973,02,Residence,Age,35-44 years,ALL,All causes (total),484,,
1973,02,Residence,Age,45-54 years,ALL,All causes (total),1169,,
1973,02,Residence,Age,55-64 years,ALL,All causes (total),2152,,
1973,02,Residence,Age,65-74 years,ALL,All causes (total),3083,,
1973,02,Residence,Age,75-84 years,ALL,All causes (total),3556,,
1973,02,Residence,Age,85 years and over,ALL,All causes (total),2166,,
1973,02,Residence,Gender,Female,ALL,All causes (total),6377,,
1973,02,Residence,Gender,Male,ALL,All causes (total),7393,,
1973,03,Occurrence,Total Population,Total Population,ALL,All causes (total),14186,,
1973,03,Occurrence,Age,Under 1 year,ALL,All causes (total),357,,
1973,03,Occurrence,Age,1-4 years,ALL,All causes (total),62,,
1973,03,Occurrence,Age,5-14 years,ALL,All causes (total),103,,
1973,03,Occurrence,Age,15-24 years,ALL,All causes (total),369,,
1973,03,Occurrence,Age,25-34 years,ALL,All causes (total),355,,
1973,03,Occurrence,Age,35-44 years,ALL,All causes (total),521,,
1973,03,Occurrence,Age,45-54 years,ALL,All causes (total),1235,,
1973,03,Occurrence,Age,55-64 years,ALL,All causes (total),2210,,
1973,03,Occurrence,Age,65-74 years,ALL,All causes (total),3135,,
1973,03,Occurrence,Age,75-84 years,ALL,All causes (total),3662,,
1973,03,Occurrence,Age,85 years and over,ALL,All causes (total),2176,,
1973,03,Occurrence,Gender,Female,ALL,All causes (total),6315,,
1973,03,Occurrence,Gender,Male,ALL,All causes (total),7871,,
1973,03,Residence,Total Population,Total Population,ALL,All causes (total),14053,,
1973,03,Residence,Age,Under 1 year,ALL,All causes (total),356,,
1973,03,Residence,Age,1-4 years,ALL,All causes (total),63,,
1973,03,Residence,Age,5-14 years,ALL,All causes (total),97,,
1973,03,Residence,Age,15-24 years,ALL,All causes (total),364,,
1973,03,Residence,Age,25-34 years,ALL,All causes (total),342,,
1973,03,Residence,Age,35-44 years,ALL,All causes (total),520,,
1973,03,Residence,Age,45-54 years,ALL,All causes (total),1230,,
1973,03,Residence,Age,55-64 years,ALL,All causes (total),2190,,
1973,03,Residence,Age,65-74 years,ALL,All causes (total),3105,,
1973,03,Residence,Age,75-84 years,ALL,All causes (total),3616,,
1973,03,Residence,Age,85 years and over,ALL,All causes (total),2169,,
1973,03,Residence,Gender,Female,ALL,All causes (total),6252,,
1973,03,Residence,Gender,Male,ALL,All causes (total),7801,,
1973,04,Occurrence,Total Population,Total Population,ALL,All causes (total),13927,,
1973,04,Occurrence,Age,Under 1 year,ALL,All causes (total),348,,
1973,04,Occurrence,Age,1-4 years,ALL,All causes (total),100,,
1973,04,Occurrence,Age,5-14 years,ALL,All causes (total),119,,
1973,04,Occurrence,Age,15-24 years,ALL,All causes (total),401,,
1973,04,Occurrence,Age,25-34 years,ALL,All causes (total),345,,
1973,04,Occurrence,Age,35-44 years,ALL,All causes (total),515,,
1973,04,Occurrence,Age,45-54 years,ALL,All causes (total),1217,,
1973,04,Occurrence,Age,55-64 years,ALL,All causes (total),2155,,
1973,04,Occurrence,Age,65-74 years,ALL,All causes (total),3033,,
1973,04,Occurrence,Age,75-84 years,ALL,All causes (total),3546,,
1973,04,Occurrence,Age,85 years and over,ALL,All causes (total),2142,,
1973,04,Occurrence,Gender,Female,ALL,All causes (total),6189,,
1973,04,Occurrence,Gender,Male,ALL,All causes (total),7738,,
1973,04,Residence,Total Population,Total Population,ALL,All causes (total),13898,,
1973,04,Residence,Age,Under 1 year,ALL,All causes (total),344,,
1973,04,Residence,Age,1-4 years,ALL,All causes (total),104,,
1973,04,Residence,Age,5-14 years,ALL,All causes (total),121,,
1973,04,Residence,Age,15-24 years,ALL,All causes (total),401,,
1973,04,Residence,Age,25-34 years,ALL,All causes (total),345,,
1973,04,Residence,Age,35-44 years,ALL,All causes (total),516,,
1973,04,Residence,Age,45-54 years,ALL,All causes (total),1219,,
1973,04,Residence,Age,55-64 years,ALL,All causes (total),2152,,
1973,04,Residence,Age,65-74 years,ALL,All causes (total),3016,,
1973,04,Residence,Age,75-84 years,ALL,All causes (total),3534,,
1973,04,Residence,Age,85 years and over,ALL,All causes (total),2140,,
1973,04,Residence,Gender,Female,ALL,All causes (total),6167,,
1973,04,Residence,Gender,Male,ALL,All causes (total),7731,,
1973,05,Occurrence,Total Population,Total Population,ALL,All causes (total),14062,,
1973,05,Occurrence,Age,Under 1 year,ALL,All causes (total),346,,
1973,05,Occurrence,Age,1-4 years,ALL,All causes (total),92,,
1973,05,Occurrence,Age,5-14 years,ALL,All causes (total),124,,
1973,05,Occurrence,Age,15-24 years,ALL,All causes (total),406,,
1973,05,Occurrence,Age,25-34 years,ALL,All causes (total),381,,
1973,05,Occurrence,Age,35-44 years,ALL,All causes (total),537,,
1973,05,Occurrence,Age,45-54 years,ALL,All causes (total),1265,,
1973,05,Occurrence,Age,55-64 years,ALL,All causes (total),2214,,
1973,05,Occurrence,Age,65-74 years,ALL,All causes (total),3036,,
1973,05,Occurrence,Age,75-84 years,ALL,All causes (total),3555,,
1973,05,Occurrence,Age,85 years and over,ALL,All causes (total),2101,,
1973,05,Occurrence,Gender,Female,ALL,All causes (total),6292,,
1973,05,Occurrence,Gender,Male,ALL,All causes (total),7770,,
