"Year","Geography_Type","Strata","Strata_Name","Cause","Cause_Desc","Count","Annotation_Code","Annotation_Desc"
2001,Residence,Race-Ethnicity,Hispanic,LIV,Chronic liver disease and cirrhosis,1150,,
2001,Residence,Race-Ethnicity,Multi-Race,LIV,Chronic liver disease and cirrhosis,12,,
2001,Residence,Race-Ethnicity,White,LIV,Chronic liver disease and cirrhosis,2197,,
2001,Residence,Race-Ethnicity,Other/Unknown,LIV,Chronic liver disease and cirrhosis,,1,Cell suppressed for small numbers
2001,Residence,Total Population,Total Population,NEP,"Nephritis, nephrotic syndrome and nephrosis",1988,,
2001,Residence,Gender,Female,NEP,"Nephritis, nephrotic syndrome and nephrosis",996,,
2001,Residence,Gender,Male,NEP,"Nephritis, nephrotic syndrome and nephrosis",992,,
2001,Residence,Race-Ethnicity,American Indian/Alaskan Native,NEP,"Nephritis, nephrotic syndrome and nephrosis",17,,
2001,Residence,Race-Ethnicity,Asian,NEP,"Nephritis, nephrotic syndrome and nephrosis",209,,
2001,Residence,Race-Ethnicity,Black,NEP,"Nephritis, nephrotic syndrome and nephrosis",236,,
2001,Residence,Race-Ethnicity,Hawaiian/Pacific Islander,NEP,"Nephritis, nephrotic syndrome and nephrosis",,1,Cell suppressed for small numbers
2001,Residence,Race-Ethnicity,Hispanic,NEP,"Nephritis, nephrotic syndrome and nephrosis",356,,
2001,Residence,Race-Ethnicity,Multi-Race,NEP,"Nephritis, nephrotic syndrome and nephrosis",,1,Cell suppressed for small numbers
2001,Residence,Race-Ethnicity,White,NEP,"Nephritis, nephrotic syndrome and nephrosis",1156,,
2001,Residence,Race-Ethnicity,Other/Unknown,NEP,"Nephritis, nephrotic syndrome and nephrosis",,1,Cell suppressed for small numbers
2001,Residence,Total Population,Total Population,PAR,Parkinson's disease,1509,,
2001,Residence,Gender,Female,PAR,Parkinson's disease,620,,
2001,Residence,Gender,Male,PAR,Parkinson's disease,889,,
2001,Residence,Race-Ethnicity,American Indian/Alaskan Native,PAR,Parkinson's disease,,1,Cell suppressed for small numbers
2001,Residence,Race-Ethnicity,Asian,PAR,Parkinson's disease,80,,
2001,Residence,Race-Ethnicity,Black,PAR,Parkinson's disease,45,,
2001,Residence,Race-Ethnicity,Hawaiian/Pacific Islander,PAR,Parkinson's disease,,1,Cell suppressed for small numbers
2001,Residence,Race-Ethnicity,Hispanic,PAR,Parkinson's disease,104,,
2001,Residence,Race-Ethnicity,Multi-Race,PAR,Parkinson's disease,0,,
2001,Residence,Race-Ethnicity,White,PAR,Parkinson's disease,1275,,
2001,Residence,Race-Ethnicity,Other/Unknown,PAR,Parkinson's disease,,1,Cell suppressed for small numbers
2001,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,8167,,
2001,Residence,Gender,Female,PNF,Influenza and pneumonia,4476,,
2001,Residence,Gender,Male,PNF,Influenza and pneumonia,3691,,
2001,Residence,Race-Ethnicity,American Indian/Alaskan Native,PNF,Influenza and pneumonia,28,,
2001,Residence,Race-Ethnicity,Asian,PNF,Influenza and pneumonia,620,,
2001,Residence,Race-Ethnicity,Black,PNF,Influenza and pneumonia,480,,
2001,Residence,Race-Ethnicity,Hawaiian/Pacific Islander,PNF,Influenza and pneumonia,20,,
2001,Residence,Race-Ethnicity,Hispanic,PNF,Influenza and pneumonia,891,,
2001,Residence,Race-Ethnicity,Multi-Race,PNF,Influenza and pneumonia,,1,Cell suppressed for small numbers
2001,Residence,Race-Ethnicity,White,PNF,Influenza and pneumonia,6113,,
2001,Residence,Race-Ethnicity,Other/Unknown,PNF,Influenza and pneumonia,,1,Cell suppressed for small numbers
2001,Residence,Total Population,Total Population,STK,Cerebrovascular diseases,18078,,
2001,Residence,Gender,Female,STK,Cerebrovascular diseases,10783,,
2001,Residence,Gender,Male,STK,Cerebrovascular diseases,7295,,
2001,Residence,Race-Ethnicity,American Indian/Alaskan Native,STK,Cerebrovascular diseases,48,,
2001,Residence,Race-Ethnicity,Asian,STK,Cerebrovascular diseases,1592,,
2001,Residence,Race-Ethnicity,Black,STK,Cerebrovascular diseases,1335,,
2001,Residence,Race-Ethnicity,Hawaiian/Pacific Islander,STK,Cerebrovascular diseases,34,,
2001,Residence,Race-Ethnicity,Hispanic,STK,Cerebrovascular diseases,2038,,
2001,Residence,Race-Ethnicity,Multi-Race,STK,Cerebrovascular diseases,,2,Cell suppressed for complementary cell
2001,Residence,Race-Ethnicity,White,STK,Cerebrovascular diseases,13004,,
2001,Residence,Race-Ethnicity,Other/Unknown,STK,Cerebrovascular diseases,,1,Cell suppressed for small numbers
2001,Residence,Total Population,Total Population,SUI,Intentional self-harm (suicide),3256,,
2001,Residence,Gender,Female,SUI,Intentional self-harm (suicide),685,,
2001,Residence,Gender,Male,SUI,Intentional self-harm (suicide),2571,,
2001,Residence,Race-Ethnicity,American Indian/Alaskan Native,SUI,Intentional self-harm (suicide),12,,
2001,Residence,Race-Ethnicity,Asian,SUI,Intentional self-harm (suicide),217,,
2001,Residence,Race-Ethnicity,Black,SUI,Intentional self-harm (suicide),134,,
2001,Residence,Race-Ethnicity,Hawaiian/Pacific Islander,SUI,Intentional self-harm (suicide),,1,Cell suppressed for small numbers
2001,Residence,Race-Ethnicity,Hispanic,SUI,Intentional self-harm (suicide),489,,
2001,Residence,Race-Ethnicity,Multi-Race,SUI,Intentional self-harm (suicide),,1,Cell suppressed for small numbers
2001,Residence,Race-Ethnicity,White,SUI,Intentional self-harm (suicide),2385,,
2001,Residence,Race-Ethnicity,Other/Unknown,SUI,Intentional self-harm (suicide),,1,Cell suppressed for small numbers
2002,Occurrence,Total Population,Total Population,ALL,All causes (total),235180,,
2002,Occurrence,Age,Under 1 year,ALL,All causes (total),2913,,
2002,Occurrence,Age,1-4 years,ALL,All causes (total),544,,
2002,Occurrence,Age,5-14 years,ALL,All causes (total),809,,
2002,Occurrence,Age,15-24 years,ALL,All causes (total),3516,,
2002,Occurrence,Age,25-34 years,ALL,All causes (total),4398,,
2002,Occurrence,Age,35-44 years,ALL,All causes (total),9365,,
2002,Occurrence,Age,45-54 years,ALL,All causes (total),17548,,
2002,Occurrence,Age,55-64 years,ALL,All causes (total),24379,,
2002,Occurrence,Age,65-74 years,ALL,All causes (total),39185,,
2002,Occurrence,Age,75-84 years,ALL,All causes (total),67891,,
2002,Occurrence,Age,85 years and over,ALL,All causes (total),64562,,
2002,Occurrence,Gender,Female,ALL,All causes (total),117289,,
2002,Occurrence,Gender,Male,ALL,All causes (total),117891,,
2002,Occurrence,Gender * Race-Ethnicity,Female * American Indian/Alaskan Native,ALL,All causes (total),414,,
2002,Occurrence,Gender * Race-Ethnicity,Female * Asian,ALL,All causes (total),7233,,
2002,Occurrence,Gender * Race-Ethnicity,Female * Black,ALL,All causes (total),8884,,
2002,Occurrence,Gender * Race-Ethnicity,Female * Hawaiian/Pacific Islander,ALL,All causes (total),270,,
2002,Occurrence,Gender * Race-Ethnicity,Female * Hispanic,ALL,All causes (total),13698,,
2002,Occurrence,Gender * Race-Ethnicity,Female * Multi-Race,ALL,All causes (total),189,,
2002,Occurrence,Gender * Race-Ethnicity,Female * White,ALL,All causes (total),86555,,
2002,Occurrence,Gender * Race-Ethnicity,Female * Other/Unknown,ALL,All causes (total),46,,
2002,Occurrence,Gender * Race-Ethnicity,Male * American Indian/Alaskan Native,ALL,All causes (total),492,,
2002,Occurrence,Gender * Race-Ethnicity,Male * Asian,ALL,All causes (total),8135,,
2002,Occurrence,Gender * Race-Ethnicity,Male * Black,ALL,All causes (total),9619,,
2002,Occurrence,Gender * Race-Ethnicity,Male * Hawaiian/Pacific Islander,ALL,All causes (total),322,,
2002,Occurrence,Gender * Race-Ethnicity,Male * Hispanic,ALL,All causes (total),17549,,
2002,Occurrence,Gender * Race-Ethnicity,Male * Multi-Race,ALL,All causes (total),226,,
2002,Occurrence,Gender * Race-Ethnicity,Male * White,ALL,All causes (total),81450,,
2002,Occurrence,Gender * Race-Ethnicity,Male * Other/Unknown,ALL,All causes (total),98,,
2002,Occurrence,Race-Ethnicity,American Indian/Alaskan Native,ALL,All causes (total),906,,
2002,Occurrence,Race-Ethnicity,Asian,ALL,All causes (total),15368,,
2002,Occurrence,Race-Ethnicity,Black,ALL,All causes (total),18503,,
2002,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,ALL,All causes (total),592,,
2002,Occurrence,Race-Ethnicity,Hispanic,ALL,All causes (total),31247,,
2002,Occurrence,Race-Ethnicity,Multi-Race,ALL,All causes (total),415,,
2002,Occurrence,Race-Ethnicity,White,ALL,All causes (total),168005,,
2002,Occurrence,Race-Ethnicity,Other/Unknown,ALL,All causes (total),144,,
2002,Occurrence,Total Population,Total Population,ALZ,Alzheimer's disease,5430,,
2002,Occurrence,Gender,Female,ALZ,Alzheimer's disease,3738,,
2002,Occurrence,Gender,Male,ALZ,Alzheimer's disease,1692,,
2002,Occurrence,Race-Ethnicity,American Indian/Alaskan Native,ALZ,Alzheimer's disease,13,,
2002,Occurrence,Race-Ethnicity,Asian,ALZ,Alzheimer's disease,131,,
2002,Occurrence,Race-Ethnicity,Black,ALZ,Alzheimer's disease,236,,
2002,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,ALZ,Alzheimer's disease,,1,Cell suppressed for small numbers
2002,Occurrence,Race-Ethnicity,Hispanic,ALZ,Alzheimer's disease,320,,
2002,Occurrence,Race-Ethnicity,Multi-Race,ALZ,Alzheimer's disease,,1,Cell suppressed for small numbers
2002,Occurrence,Race-Ethnicity,White,ALZ,Alzheimer's disease,4717,,
2002,Occurrence,Race-Ethnicity,Other/Unknown,ALZ,Alzheimer's disease,,1,Cell suppressed for small numbers
2002,Occurrence,Total Population,Total Population,CAN,Malignant neoplasms,54331,,
2002,Occurrence,Gender,Female,CAN,Malignant neoplasms,26640,,
2002,Occurrence,Gender,Male,CAN,Malignant neoplasms,27691,,
2002,Occurrence,Race-Ethnicity,American Indian/Alaskan Native,CAN,Malignant neoplasms,178,,
2002,Occurrence,Race-Ethnicity,Asian,CAN,Malignant neoplasms,4108,,
2002,Occurrence,Race-Ethnicity,Black,CAN,Malignant neoplasms,4007,,
2002,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,CAN,Malignant neoplasms,132,,
2002,Occurrence,Race-Ethnicity,Hispanic,CAN,Malignant neoplasms,6428,,
2002,Occurrence,Race-Ethnicity,Multi-Race,CAN,Malignant neoplasms,73,,
2002,Occurrence,Race-Ethnicity,White,CAN,Malignant neoplasms,39394,,
2002,Occurrence,Race-Ethnicity,Other/Unknown,CAN,Malignant neoplasms,11,,
2002,Occurrence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,12714,,
2002,Occurrence,Gender,Female,CLD,Chronic lower respiratory diseases,6807,,
2002,Occurrence,Gender,Male,CLD,Chronic lower respiratory diseases,5907,,
2002,Occurrence,Race-Ethnicity,American Indian/Alaskan Native,CLD,Chronic lower respiratory diseases,58,,
2002,Occurrence,Race-Ethnicity,Asian,CLD,Chronic lower respiratory diseases,567,,
2002,Occurrence,Race-Ethnicity,Black,CLD,Chronic lower respiratory diseases,685,,
2002,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,CLD,Chronic lower respiratory diseases,25,,
2002,Occurrence,Race-Ethnicity,Hispanic,CLD,Chronic lower respiratory diseases,734,,
2002,Occurrence,Race-Ethnicity,Multi-Race,CLD,Chronic lower respiratory diseases,,2,Cell suppressed for complementary cell
2002,Occurrence,Race-Ethnicity,White,CLD,Chronic lower respiratory diseases,10625,,
2002,Occurrence,Race-Ethnicity,Other/Unknown,CLD,Chronic lower respiratory diseases,,1,Cell suppressed for small numbers
2002,Occurrence,Total Population,Total Population,DIA,Diabetes mellitus,6800,,
2002,Occurrence,Gender,Female,DIA,Diabetes mellitus,3482,,
2002,Occurrence,Gender,Male,DIA,Diabetes mellitus,3318,,
2002,Occurrence,Race-Ethnicity,American Indian/Alaskan Native,DIA,Diabetes mellitus,38,,
2002,Occurrence,Race-Ethnicity,Asian,DIA,Diabetes mellitus,561,,
2002,Occurrence,Race-Ethnicity,Black,DIA,Diabetes mellitus,815,,
2002,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,DIA,Diabetes mellitus,42,,
2002,Occurrence,Race-Ethnicity,Hispanic,DIA,Diabetes mellitus,1643,,
2002,Occurrence,Race-Ethnicity,Multi-Race,DIA,Diabetes mellitus,,2,Cell suppressed for complementary cell
2002,Occurrence,Race-Ethnicity,White,DIA,Diabetes mellitus,3685,,
2002,Occurrence,Race-Ethnicity,Other/Unknown,DIA,Diabetes mellitus,,1,Cell suppressed for small numbers
2002,Occurrence,Total Population,Total Population,HOM,Assault (homicide),2489,,
2002,Occurrence,Gender,Female,HOM,Assault (homicide),427,,
2002,Occurrence,Gender,Male,HOM,Assault (homicide),2062,,
2002,Occurrence,Race-Ethnicity,American Indian/Alaskan Native,HOM,Assault (homicide),19,,
2002,Occurrence,Race-Ethnicity,Asian,HOM,Assault (homicide),118,,
2002,Occurrence,Race-Ethnicity,Black,HOM,Assault (homicide),746,,
2002,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,HOM,Assault (homicide),,2,Cell suppressed for complementary cell
2002,Occurrence,Race-Ethnicity,Hispanic,HOM,Assault (homicide),1045,,
2002,Occurrence,Race-Ethnicity,Multi-Race,HOM,Assault (homicide),18,,
2002,Occurrence,Race-Ethnicity,White,HOM,Assault (homicide),523,,
2002,Occurrence,Race-Ethnicity,Other/Unknown,HOM,Assault (homicide),,1,Cell suppressed for small numbers
2002,Occurrence,Total Population,Total Population,HTD,Diseases of heart,68972,,
2002,Occurrence,Gender,Female,HTD,Diseases of heart,34669,,
2002,Occurrence,Gender,Male,HTD,Diseases of heart,34303,,
2002,Occurrence,Race-Ethnicity,American Indian/Alaskan Native,HTD,Diseases of heart,195,,
2002,Occurrence,Race-Ethnicity,Asian,HTD,Diseases of heart,4236,,
2002,Occurrence,Race-Ethnicity,Black,HTD,Diseases of heart,5464,,
2002,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,HTD,Diseases of heart,163,,
2002,Occurrence,Race-Ethnicity,Hispanic,HTD,Diseases of heart,7286,,
2002,Occurrence,Race-Ethnicity,Multi-Race,HTD,Diseases of heart,74,,
2002,Occurrence,Race-Ethnicity,White,HTD,Diseases of heart,51517,,
2002,Occurrence,Race-Ethnicity,Other/Unknown,HTD,Diseases of heart,37,,
2002,Occurrence,Total Population,Total Population,HYP,Essential hypertension and hypertensive renal disease,2336,,
2002,Occurrence,Gender,Female,HYP,Essential hypertension and hypertensive renal disease,1423,,
2002,Occurrence,Gender,Male,HYP,Essential hypertension and hypertensive renal disease,913,,
2002,Occurrence,Race-Ethnicity,American Indian/Alaskan Native,HYP,Essential hypertension and hypertensive renal disease,,1,Cell suppressed for small numbers
2002,Occurrence,Race-Ethnicity,Asian,HYP,Essential hypertension and hypertensive renal disease,198,,
2002,Occurrence,Race-Ethnicity,Black,HYP,Essential hypertension and hypertensive renal disease,305,,
2002,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,HYP,Essential hypertension and hypertensive renal disease,,1,Cell suppressed for small numbers
2002,Occurrence,Race-Ethnicity,Hispanic,HYP,Essential hypertension and hypertensive renal disease,285,,
2002,Occurrence,Race-Ethnicity,Multi-Race,HYP,Essential hypertension and hypertensive renal disease,,1,Cell suppressed for small numbers
2002,Occurrence,Race-Ethnicity,White,HYP,Essential hypertension and hypertensive renal disease,1534,,
2002,Occurrence,Race-Ethnicity,Other/Unknown,HYP,Essential hypertension and hypertensive renal disease,,1,Cell suppressed for small numbers
2002,Occurrence,Total Population,Total Population,INJ,Accidents (unintentional injuries),10139,,
2002,Occurrence,Gender,Female,INJ,Accidents (unintentional injuries),3324,,
2002,Occurrence,Gender,Male,INJ,Accidents (unintentional injuries),6815,,
2002,Occurrence,Race-Ethnicity,American Indian/Alaskan Native,INJ,Accidents (unintentional injuries),77,,
2002,Occurrence,Race-Ethnicity,Asian,INJ,Accidents (unintentional injuries),580,,
2002,Occurrence,Race-Ethnicity,Black,INJ,Accidents (unintentional injuries),794,,
2002,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,INJ,Accidents (unintentional injuries),,2,Cell suppressed for complementary cell
2002,Occurrence,Race-Ethnicity,Hispanic,INJ,Accidents (unintentional injuries),2570,,
2002,Occurrence,Race-Ethnicity,Multi-Race,INJ,Accidents (unintentional injuries),39,,
2002,Occurrence,Race-Ethnicity,White,INJ,Accidents (unintentional injuries),6043,,
2002,Occurrence,Race-Ethnicity,Other/Unknown,INJ,Accidents (unintentional injuries),,1,Cell suppressed for small numbers
2002,Occurrence,Total Population,Total Population,LIV,Chronic liver disease and cirrhosis,3764,,
2002,Occurrence,Gender,Female,LIV,Chronic liver disease and cirrhosis,1279,,
2002,Occurrence,Gender,Male,LIV,Chronic liver disease and cirrhosis,2485,,
2002,Occurrence,Race-Ethnicity,American Indian/Alaskan Native,LIV,Chronic liver disease and cirrhosis,53,,
2002,Occurrence,Race-Ethnicity,Asian,LIV,Chronic liver disease and cirrhosis,118,,
2002,Occurrence,Race-Ethnicity,Black,LIV,Chronic liver disease and cirrhosis,224,,
2002,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,LIV,Chronic liver disease and cirrhosis,,1,Cell suppressed for small numbers
2002,Occurrence,Race-Ethnicity,Hispanic,LIV,Chronic liver disease and cirrhosis,1175,,
2002,Occurrence,Race-Ethnicity,Multi-Race,LIV,Chronic liver disease and cirrhosis,,1,Cell suppressed for small numbers
2002,Occurrence,Race-Ethnicity,White,LIV,Chronic liver disease and cirrhosis,2175,,
2002,Occurrence,Race-Ethnicity,Other/Unknown,LIV,Chronic liver disease and cirrhosis,,1,Cell suppressed for small numbers
2002,Occurrence,Total Population,Total Population,NEP,"Nephritis, nephrotic syndrome and nephrosis",2161,,
2002,Occurrence,Gender,Female,NEP,"Nephritis, nephrotic syndrome and nephrosis",1061,,
2002,Occurrence,Gender,Male,NEP,"Nephritis, nephrotic syndrome and nephrosis",1100,,
2002,Occurrence,Race-Ethnicity,American Indian/Alaskan Native,NEP,"Nephritis, nephrotic syndrome and nephrosis",14,,
2002,Occurrence,Race-Ethnicity,Asian,NEP,"Nephritis, nephrotic syndrome and nephrosis",208,,
2002,Occurrence,Race-Ethnicity,Black,NEP,"Nephritis, nephrotic syndrome and nephrosis",263,,
2002,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,NEP,"Nephritis, nephrotic syndrome and nephrosis",11,,
2002,Occurrence,Race-Ethnicity,Hispanic,NEP,"Nephritis, nephrotic syndrome and nephrosis",415,,
2002,Occurrence,Race-Ethnicity,Multi-Race,NEP,"Nephritis, nephrotic syndrome and nephrosis",,1,Cell suppressed for small numbers
2002,Occurrence,Race-Ethnicity,White,NEP,"Nephritis, nephrotic syndrome and nephrosis",1243,,
2002,Occurrence,Race-Ethnicity,Other/Unknown,NEP,"Nephritis, nephrotic syndrome and nephrosis",,1,Cell suppressed for small numbers
2002,Occurrence,Total Population,Total Population,PAR,Parkinson's disease,1581,,
2002,Occurrence,Gender,Female,PAR,Parkinson's disease,687,,
2002,Occurrence,Gender,Male,PAR,Parkinson's disease,894,,
2002,Occurrence,Race-Ethnicity,American Indian/Alaskan Native,PAR,Parkinson's disease,0,,
2002,Occurrence,Race-Ethnicity,Asian,PAR,Parkinson's disease,83,,
2002,Occurrence,Race-Ethnicity,Black,PAR,Parkinson's disease,36,,
2002,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,PAR,Parkinson's disease,,1,Cell suppressed for small numbers
2002,Occurrence,Race-Ethnicity,Hispanic,PAR,Parkinson's disease,114,,
2002,Occurrence,Race-Ethnicity,Multi-Race,PAR,Parkinson's disease,,1,Cell suppressed for small numbers
2002,Occurrence,Race-Ethnicity,White,PAR,Parkinson's disease,1343,,
2002,Occurrence,Race-Ethnicity,Other/Unknown,PAR,Parkinson's disease,,1,Cell suppressed for small numbers
2002,Occurrence,Total Population,Total Population,PNF,Influenza and pneumonia,8156,,
2002,Occurrence,Gender,Female,PNF,Influenza and pneumonia,4433,,
2002,Occurrence,Gender,Male,PNF,Influenza and pneumonia,3723,,
2002,Occurrence,Race-Ethnicity,American Indian/Alaskan Native,PNF,Influenza and pneumonia,19,,
2002,Occurrence,Race-Ethnicity,Asian,PNF,Influenza and pneumonia,620,,
2002,Occurrence,Race-Ethnicity,Black,PNF,Influenza and pneumonia,472,,
2002,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,PNF,Influenza and pneumonia,11,,
2002,Occurrence,Race-Ethnicity,Hispanic,PNF,Influenza and pneumonia,876,,
2002,Occurrence,Race-Ethnicity,Multi-Race,PNF,Influenza and pneumonia,,1,Cell suppressed for small numbers
2002,Occurrence,Race-Ethnicity,White,PNF,Influenza and pneumonia,6142,,
2002,Occurrence,Race-Ethnicity,Other/Unknown,PNF,Influenza and pneumonia,,1,Cell suppressed for small numbers
2002,Occurrence,Total Population,Total Population,STK,Cerebrovascular diseases,17695,,
2002,Occurrence,Gender,Female,STK,Cerebrovascular diseases,10582,,
2002,Occurrence,Gender,Male,STK,Cerebrovascular diseases,7113,,
2002,Occurrence,Race-Ethnicity,American Indian/Alaskan Native,STK,Cerebrovascular diseases,57,,
2002,Occurrence,Race-Ethnicity,Asian,STK,Cerebrovascular diseases,1560,,
2002,Occurrence,Race-Ethnicity,Black,STK,Cerebrovascular diseases,1317,,
2002,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,STK,Cerebrovascular diseases,51,,
2002,Occurrence,Race-Ethnicity,Hispanic,STK,Cerebrovascular diseases,1995,,
2002,Occurrence,Race-Ethnicity,Multi-Race,STK,Cerebrovascular diseases,,2,Cell suppressed for complementary cell
2002,Occurrence,Race-Ethnicity,White,STK,Cerebrovascular diseases,12691,,
2002,Occurrence,Race-Ethnicity,Other/Unknown,STK,Cerebrovascular diseases,,1,Cell suppressed for small numbers
2002,Occurrence,Total Population,Total Population,SUI,Intentional self-harm (suicide),3239,,
2002,Occurrence,Gender,Female,SUI,Intentional self-harm (suicide),718,,
2002,Occurrence,Gender,Male,SUI,Intentional self-harm (suicide),2521,,
2002,Occurrence,Race-Ethnicity,American Indian/Alaskan Native,SUI,Intentional self-harm (suicide),16,,
2002,Occurrence,Race-Ethnicity,Asian,SUI,Intentional self-harm (suicide),231,,
2002,Occurrence,Race-Ethnicity,Black,SUI,Intentional self-harm (suicide),151,,
2002,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,SUI,Intentional self-harm (suicide),,1,Cell suppressed for small numbers
2002,Occurrence,Race-Ethnicity,Hispanic,SUI,Intentional self-harm (suicide),443,,
2002,Occurrence,Race-Ethnicity,Multi-Race,SUI,Intentional self-harm (suicide),19,,
2002,Occurrence,Race-Ethnicity,White,SUI,Intentional self-harm (suicide),2366,,
2002,Occurrence,Race-Ethnicity,Other/Unknown,SUI,Intentional self-harm (suicide),,1,Cell suppressed for small numbers
2002,Residence,Total Population,Total Population,ALL,All causes (total),233246,,
2002,Residence,Age,Under 1 year,ALL,All causes (total),2875,,
2002,Residence,Age,1-4 years,ALL,All causes (total),526,,
2002,Residence,Age,5-14 years,ALL,All causes (total),790,,
2002,Residence,Age,15-24 years,ALL,All causes (total),3452,,
2002,Residence,Age,25-34 years,ALL,All causes (total),4302,,
2002,Residence,Age,35-44 years,ALL,All causes (total),9209,,
2002,Residence,Age,45-54 years,ALL,All causes (total),17344,,
2002,Residence,Age,55-64 years,ALL,All causes (total),24135,,
2002,Residence,Age,65-74 years,ALL,All causes (total),38849,,
2002,Residence,Age,75-84 years,ALL,All causes (total),67472,,
2002,Residence,Age,85 years and over,ALL,All causes (total),64222,,
2002,Residence,Gender,Female,ALL,All causes (total),116478,,
2002,Residence,Gender,Male,ALL,All causes (total),116768,,
2002,Residence,Gender * Race-Ethnicity,Female * American Indian/Alaskan Native,ALL,All causes (total),409,,
2002,Residence,Gender * Race-Ethnicity,Female * Asian,ALL,All causes (total),7168,,
2002,Residence,Gender * Race-Ethnicity,Female * Black,ALL,All causes (total),8834,,
2002,Residence,Gender * Race-Ethnicity,Female * Hawaiian/Pacific Islander,ALL,All causes (total),261,,
2002,Residence,Gender * Race-Ethnicity,Female * Hispanic,ALL,All causes (total),13597,,
2002,Residence,Gender * Race-Ethnicity,Female * Multi-Race,ALL,All causes (total),185,,
2002,Residence,Gender * Race-Ethnicity,Female * White,ALL,All causes (total),85970,,
2002,Residence,Gender * Race-Ethnicity,Female * Other/Unknown,ALL,All causes (total),54,,
2002,Residence,Gender * Race-Ethnicity,Male * American Indian/Alaskan Native,ALL,All causes (total),483,,
2002,Residence,Gender * Race-Ethnicity,Male * Asian,ALL,All causes (total),8024,,
2002,Residence,Gender * Race-Ethnicity,Male * Black,ALL,All causes (total),9568,,
2002,Residence,Gender * Race-Ethnicity,Male * Hawaiian/Pacific Islander,ALL,All causes (total),308,,
2002,Residence,Gender * Race-Ethnicity,Male * Hispanic,ALL,All causes (total),17361,,
2002,Residence,Gender * Race-Ethnicity,Male * Multi-Race,ALL,All causes (total),223,,
2002,Residence,Gender * Race-Ethnicity,Male * White,ALL,All causes (total),80690,,
2002,Residence,Gender * Race-Ethnicity,Male * Other/Unknown,ALL,All causes (total),111,,
2002,Residence,Race-Ethnicity,American Indian/Alaskan Native,ALL,All causes (total),892,,
2002,Residence,Race-Ethnicity,Asian,ALL,All causes (total),15192,,
2002,Residence,Race-Ethnicity,Black,ALL,All causes (total),18402,,
2002,Residence,Race-Ethnicity,Hawaiian/Pacific Islander,ALL,All causes (total),569,,
2002,Residence,Race-Ethnicity,Hispanic,ALL,All causes (total),30958,,
2002,Residence,Race-Ethnicity,Multi-Race,ALL,All causes (total),408,,
2002,Residence,Race-Ethnicity,White,ALL,All causes (total),166660,,
2002,Residence,Race-Ethnicity,Other/Unknown,ALL,All causes (total),165,,
2002,Residence,Total Population,Total Population,ALZ,Alzheimer's disease,5405,,
2002,Residence,Gender,Female,ALZ,Alzheimer's disease,3725,,
2002,Residence,Gender,Male,ALZ,Alzheimer's disease,1680,,
2002,Residence,Race-Ethnicity,American Indian/Alaskan Native,ALZ,Alzheimer's disease,13,,
2002,Residence,Race-Ethnicity,Asian,ALZ,Alzheimer's disease,131,,
2002,Residence,Race-Ethnicity,Black,ALZ,Alzheimer's disease,235,,
2002,Residence,Race-Ethnicity,Hawaiian/Pacific Islander,ALZ,Alzheimer's disease,,1,Cell suppressed for small numbers
2002,Residence,Race-Ethnicity,Hispanic,ALZ,Alzheimer's disease,319,,
2002,Residence,Race-Ethnicity,Multi-Race,ALZ,Alzheimer's disease,,1,Cell suppressed for small numbers
2002,Residence,Race-Ethnicity,White,ALZ,Alzheimer's disease,4694,,
2002,Residence,Race-Ethnicity,Other/Unknown,ALZ,Alzheimer's disease,,1,Cell suppressed for small numbers
2002,Residence,Total Population,Total Population,CAN,Malignant neoplasms,53926,,
2002,Residence,Gender,Female,CAN,Malignant neoplasms,26467,,
2002,Residence,Gender,Male,CAN,Malignant neoplasms,27459,,
2002,Residence,Race-Ethnicity,American Indian/Alaskan Native,CAN,Malignant neoplasms,178,,
2002,Residence,Race-Ethnicity,Asian,CAN,Malignant neoplasms,4074,,
2002,Residence,Race-Ethnicity,Black,CAN,Malignant neoplasms,3982,,
2002,Residence,Race-Ethnicity,Hawaiian/Pacific Islander,CAN,Malignant neoplasms,128,,
2002,Residence,Race-Ethnicity,Hispanic,CAN,Malignant neoplasms,6382,,
2002,Residence,Race-Ethnicity,Multi-Race,CAN,Malignant neoplasms,72,,
2002,Residence,Race-Ethnicity,White,CAN,Malignant neoplasms,39097,,
2002,Residence,Race-Ethnicity,Other/Unknown,CAN,Malignant neoplasms,13,,
