"Year","Geography_Type","Strata","Strata_Name","Cause","Cause_Desc","Count","Annotation_Code","Annotation_Desc"
1982,Occurrence,Total Population,Total Population,STK,Cerebrovascular diseases,15623,,
1982,Occurrence,Gender,Female,STK,Cerebrovascular diseases,9559,,
1982,Occurrence,Gender,Male,STK,Cerebrovascular diseases,6064,,
1982,Occurrence,Total Population,Total Population,SUI,Intentional self-harm (suicide),3776,,
1982,Occurrence,Gender,Female,SUI,Intentional self-harm (suicide),1058,,
1982,Occurrence,Gender,Male,SUI,Intentional self-harm (suicide),2718,,
1982,Residence,Total Population,Total Population,ALL,All causes (total),188255,,
1982,Residence,Age,Under 1 year,ALL,All causes (total),4218,,
1982,Residence,Age,1-4 years,ALL,All causes (total),819,,
1982,Residence,Age,5-14 years,ALL,All causes (total),907,,
1982,Residence,Age,15-24 years,ALL,All causes (total),4675,,
1982,Residence,Age,25-34 years,ALL,All causes (total),5954,,
1982,Residence,Age,35-44 years,ALL,All causes (total),6288,,
1982,Residence,Age,45-54 years,ALL,All causes (total),12039,,
1982,Residence,Age,55-64 years,ALL,All causes (total),27332,,
1982,Residence,Age,65-74 years,ALL,All causes (total),42472,,
1982,Residence,Age,75-84 years,ALL,All causes (total),47752,,
1982,Residence,Age,85 years and over,ALL,All causes (total),35682,,
1982,Residence,Gender,Female,ALL,All causes (total),88022,,
1982,Residence,Gender,Male,ALL,All causes (total),100233,,
1982,Residence,Total Population,Total Population,ALZ,Alzheimer's disease,277,,
1982,Residence,Gender,Female,ALZ,Alzheimer's disease,137,,
1982,Residence,Gender,Male,ALZ,Alzheimer's disease,140,,
1982,Residence,Total Population,Total Population,CAN,Malignant neoplasms,42774,,
1982,Residence,Gender,Female,CAN,Malignant neoplasms,20467,,
1982,Residence,Gender,Male,CAN,Malignant neoplasms,22307,,
1982,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,6658,,
1982,Residence,Gender,Female,CLD,Chronic lower respiratory diseases,2626,,
1982,Residence,Gender,Male,CLD,Chronic lower respiratory diseases,4032,,
1982,Residence,Total Population,Total Population,DIA,Diabetes mellitus,2655,,
1982,Residence,Gender,Female,DIA,Diabetes mellitus,1535,,
1982,Residence,Gender,Male,DIA,Diabetes mellitus,1120,,
1982,Residence,Total Population,Total Population,HOM,Assault (homicide),2864,,
1982,Residence,Gender,Female,HOM,Assault (homicide),619,,
1982,Residence,Gender,Male,HOM,Assault (homicide),2245,,
1982,Residence,Total Population,Total Population,HTD,Diseases of heart,67255,,
1982,Residence,Gender,Female,HTD,Diseases of heart,31595,,
1982,Residence,Gender,Male,HTD,Diseases of heart,35660,,
1982,Residence,Total Population,Total Population,HYP,Essential hypertension and hypertensive renal disease,714,,
1982,Residence,Gender,Female,HYP,Essential hypertension and hypertensive renal disease,370,,
1982,Residence,Gender,Male,HYP,Essential hypertension and hypertensive renal disease,344,,
1982,Residence,Total Population,Total Population,INJ,Accidents (unintentional injuries),9557,,
1982,Residence,Gender,Female,INJ,Accidents (unintentional injuries),2788,,
1982,Residence,Gender,Male,INJ,Accidents (unintentional injuries),6769,,
1982,Residence,Total Population,Total Population,LIV,Chronic liver disease and cirrhosis,4143,,
1982,Residence,Gender,Female,LIV,Chronic liver disease and cirrhosis,1466,,
1982,Residence,Gender,Male,LIV,Chronic liver disease and cirrhosis,2677,,
1982,Residence,Total Population,Total Population,NEP,"Nephritis, nephrotic syndrome and nephrosis",1214,,
1982,Residence,Gender,Female,NEP,"Nephritis, nephrotic syndrome and nephrosis",584,,
1982,Residence,Gender,Male,NEP,"Nephritis, nephrotic syndrome and nephrosis",630,,
1982,Residence,Total Population,Total Population,PAR,Parkinson's disease,435,,
1982,Residence,Gender,Female,PAR,Parkinson's disease,180,,
1982,Residence,Gender,Male,PAR,Parkinson's disease,255,,
1982,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,5469,,
1982,Residence,Gender,Female,PNF,Influenza and pneumonia,2752,,
1982,Residence,Gender,Male,PNF,Influenza and pneumonia,2717,,
1982,Residence,Total Population,Total Population,STK,Cerebrovascular diseases,15579,,
1982,Residence,Gender,Female,STK,Cerebrovascular diseases,9531,,
1982,Residence,Gender,Male,STK,Cerebrovascular diseases,6048,,
1982,Residence,Total Population,Total Population,SUI,Intentional self-harm (suicide),3752,,
1982,Residence,Gender,Female,SUI,Intentional self-harm (suicide),1048,,
1982,Residence,Gender,Male,SUI,Intentional self-harm (suicide),2704,,
1983,Occurrence,Total Population,Total Population,ALL,All causes (total),189112,,
1983,Occurrence,Age,Under 1 year,ALL,All causes (total),4265,,
1983,Occurrence,Age,1-4 years,ALL,All causes (total),880,,
1983,Occurrence,Age,5-14 years,ALL,All causes (total),923,,
1983,Occurrence,Age,15-24 years,ALL,All causes (total),4357,,
1983,Occurrence,Age,25-34 years,ALL,All causes (total),5919,,
1983,Occurrence,Age,35-44 years,ALL,All causes (total),6529,,
1983,Occurrence,Age,45-54 years,ALL,All causes (total),11629,,
1983,Occurrence,Age,55-64 years,ALL,All causes (total),27116,,
1983,Occurrence,Age,65-74 years,ALL,All causes (total),42038,,
1983,Occurrence,Age,75-84 years,ALL,All causes (total),48496,,
1983,Occurrence,Age,85 years and over,ALL,All causes (total),36834,,
1983,Occurrence,Gender,Female,ALL,All causes (total),89310,,
1983,Occurrence,Gender,Male,ALL,All causes (total),99802,,
1983,Occurrence,Total Population,Total Population,ALZ,Alzheimer's disease,508,,
1983,Occurrence,Gender,Female,ALZ,Alzheimer's disease,258,,
1983,Occurrence,Gender,Male,ALZ,Alzheimer's disease,250,,
1983,Occurrence,Total Population,Total Population,CAN,Malignant neoplasms,43320,,
1983,Occurrence,Gender,Female,CAN,Malignant neoplasms,20762,,
1983,Occurrence,Gender,Male,CAN,Malignant neoplasms,22558,,
1983,Occurrence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,7112,,
1983,Occurrence,Gender,Female,CLD,Chronic lower respiratory diseases,2892,,
1983,Occurrence,Gender,Male,CLD,Chronic lower respiratory diseases,4220,,
1983,Occurrence,Total Population,Total Population,DIA,Diabetes mellitus,2705,,
1983,Occurrence,Gender,Female,DIA,Diabetes mellitus,1605,,
1983,Occurrence,Gender,Male,DIA,Diabetes mellitus,1100,,
1983,Occurrence,Total Population,Total Population,HOM,Assault (homicide),2750,,
1983,Occurrence,Gender,Female,HOM,Assault (homicide),579,,
1983,Occurrence,Gender,Male,HOM,Assault (homicide),2171,,
1983,Occurrence,Total Population,Total Population,HTD,Diseases of heart,66962,,
1983,Occurrence,Gender,Female,HTD,Diseases of heart,32113,,
1983,Occurrence,Gender,Male,HTD,Diseases of heart,34849,,
1983,Occurrence,Total Population,Total Population,HYP,Essential hypertension and hypertensive renal disease,761,,
1983,Occurrence,Gender,Female,HYP,Essential hypertension and hypertensive renal disease,430,,
1983,Occurrence,Gender,Male,HYP,Essential hypertension and hypertensive renal disease,331,,
1983,Occurrence,Total Population,Total Population,INJ,Accidents (unintentional injuries),9315,,
1983,Occurrence,Gender,Female,INJ,Accidents (unintentional injuries),2658,,
1983,Occurrence,Gender,Male,INJ,Accidents (unintentional injuries),6657,,
1983,Occurrence,Total Population,Total Population,LIV,Chronic liver disease and cirrhosis,4037,,
1983,Occurrence,Gender,Female,LIV,Chronic liver disease and cirrhosis,1375,,
1983,Occurrence,Gender,Male,LIV,Chronic liver disease and cirrhosis,2662,,
1983,Occurrence,Total Population,Total Population,NEP,"Nephritis, nephrotic syndrome and nephrosis",1267,,
1983,Occurrence,Gender,Female,NEP,"Nephritis, nephrotic syndrome and nephrosis",617,,
1983,Occurrence,Gender,Male,NEP,"Nephritis, nephrotic syndrome and nephrosis",650,,
1983,Occurrence,Total Population,Total Population,PAR,Parkinson's disease,465,,
1983,Occurrence,Gender,Female,PAR,Parkinson's disease,178,,
1983,Occurrence,Gender,Male,PAR,Parkinson's disease,287,,
1983,Occurrence,Total Population,Total Population,PNF,Influenza and pneumonia,6061,,
1983,Occurrence,Gender,Female,PNF,Influenza and pneumonia,3158,,
1983,Occurrence,Gender,Male,PNF,Influenza and pneumonia,2903,,
1983,Occurrence,Total Population,Total Population,STK,Cerebrovascular diseases,14994,,
1983,Occurrence,Gender,Female,STK,Cerebrovascular diseases,9210,,
1983,Occurrence,Gender,Male,STK,Cerebrovascular diseases,5784,,
1983,Occurrence,Total Population,Total Population,SUI,Intentional self-harm (suicide),3675,,
1983,Occurrence,Gender,Female,SUI,Intentional self-harm (suicide),919,,
1983,Occurrence,Gender,Male,SUI,Intentional self-harm (suicide),2756,,
1983,Residence,Total Population,Total Population,ALL,All causes (total),188018,,
1983,Residence,Age,Under 1 year,ALL,All causes (total),4242,,
1983,Residence,Age,1-4 years,ALL,All causes (total),875,,
1983,Residence,Age,5-14 years,ALL,All causes (total),922,,
1983,Residence,Age,15-24 years,ALL,All causes (total),4307,,
1983,Residence,Age,25-34 years,ALL,All causes (total),5827,,
1983,Residence,Age,35-44 years,ALL,All causes (total),6468,,
1983,Residence,Age,45-54 years,ALL,All causes (total),11583,,
1983,Residence,Age,55-64 years,ALL,All causes (total),27011,,
1983,Residence,Age,65-74 years,ALL,All causes (total),41730,,
1983,Residence,Age,75-84 years,ALL,All causes (total),48239,,
1983,Residence,Age,85 years and over,ALL,All causes (total),36663,,
1983,Residence,Gender,Female,ALL,All causes (total),88818,,
1983,Residence,Gender,Male,ALL,All causes (total),99200,,
1983,Residence,Total Population,Total Population,ALZ,Alzheimer's disease,507,,
1983,Residence,Gender,Female,ALZ,Alzheimer's disease,257,,
1983,Residence,Gender,Male,ALZ,Alzheimer's disease,250,,
1983,Residence,Total Population,Total Population,CAN,Malignant neoplasms,43058,,
1983,Residence,Gender,Female,CAN,Malignant neoplasms,20629,,
1983,Residence,Gender,Male,CAN,Malignant neoplasms,22429,,
1983,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,7093,,
1983,Residence,Gender,Female,CLD,Chronic lower respiratory diseases,2882,,
1983,Residence,Gender,Male,CLD,Chronic lower respiratory diseases,4211,,
1983,Residence,Total Population,Total Population,DIA,Diabetes mellitus,2700,,
1983,Residence,Gender,Female,DIA,Diabetes mellitus,1600,,
1983,Residence,Gender,Male,DIA,Diabetes mellitus,1100,,
1983,Residence,Total Population,Total Population,HOM,Assault (homicide),2702,,
1983,Residence,Gender,Female,HOM,Assault (homicide),572,,
1983,Residence,Gender,Male,HOM,Assault (homicide),2130,,
1983,Residence,Total Population,Total Population,HTD,Diseases of heart,66552,,
1983,Residence,Gender,Female,HTD,Diseases of heart,31883,,
1983,Residence,Gender,Male,HTD,Diseases of heart,34669,,
1983,Residence,Total Population,Total Population,HYP,Essential hypertension and hypertensive renal disease,763,,
1983,Residence,Gender,Female,HYP,Essential hypertension and hypertensive renal disease,434,,
1983,Residence,Gender,Male,HYP,Essential hypertension and hypertensive renal disease,329,,
1983,Residence,Total Population,Total Population,INJ,Accidents (unintentional injuries),9241,,
1983,Residence,Gender,Female,INJ,Accidents (unintentional injuries),2671,,
1983,Residence,Gender,Male,INJ,Accidents (unintentional injuries),6570,,
1983,Residence,Total Population,Total Population,LIV,Chronic liver disease and cirrhosis,4027,,
1983,Residence,Gender,Female,LIV,Chronic liver disease and cirrhosis,1370,,
1983,Residence,Gender,Male,LIV,Chronic liver disease and cirrhosis,2657,,
1983,Residence,Total Population,Total Population,NEP,"Nephritis, nephrotic syndrome and nephrosis",1260,,
1983,Residence,Gender,Female,NEP,"Nephritis, nephrotic syndrome and nephrosis",611,,
1983,Residence,Gender,Male,NEP,"Nephritis, nephrotic syndrome and nephrosis",649,,
1983,Residence,Total Population,Total Population,PAR,Parkinson's disease,463,,
1983,Residence,Gender,Female,PAR,Parkinson's disease,179,,
1983,Residence,Gender,Male,PAR,Parkinson's disease,284,,
1983,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,6021,,
1983,Residence,Gender,Female,PNF,Influenza and pneumonia,3145,,
1983,Residence,Gender,Male,PNF,Influenza and pneumonia,2876,,
1983,Residence,Total Population,Total Population,STK,Cerebrovascular diseases,14917,,
1983,Residence,Gender,Female,STK,Cerebrovascular diseases,9158,,
1983,Residence,Gender,Male,STK,Cerebrovascular diseases,5759,,
1983,Residence,Total Population,Total Population,SUI,Intentional self-harm (suicide),3635,,
1983,Residence,Gender,Female,SUI,Intentional self-harm (suicide),908,,
1983,Residence,Gender,Male,SUI,Intentional self-harm (suicide),2727,,
1984,Occurrence,Total Population,Total Population,ALL,All causes (total),196359,,
1984,Occurrence,Age,Under 1 year,ALL,All causes (total),4213,,
1984,Occurrence,Age,1-4 years,ALL,All causes (total),872,,
1984,Occurrence,Age,5-14 years,ALL,All causes (total),889,,
1984,Occurrence,Age,15-24 years,ALL,All causes (total),4580,,
1984,Occurrence,Age,25-34 years,ALL,All causes (total),6430,,
1984,Occurrence,Age,35-44 years,ALL,All causes (total),7189,,
1984,Occurrence,Age,45-54 years,ALL,All causes (total),11562,,
1984,Occurrence,Age,55-64 years,ALL,All causes (total),27407,,
1984,Occurrence,Age,65-74 years,ALL,All causes (total),43644,,
1984,Occurrence,Age,75-84 years,ALL,All causes (total),50647,,
1984,Occurrence,Age,85 years and over,ALL,All causes (total),38807,,
1984,Occurrence,Gender,Female,ALL,All causes (total),92734,,
1984,Occurrence,Gender,Male,ALL,All causes (total),103625,,
1984,Occurrence,Total Population,Total Population,ALZ,Alzheimer's disease,772,,
1984,Occurrence,Gender,Female,ALZ,Alzheimer's disease,413,,
1984,Occurrence,Gender,Male,ALZ,Alzheimer's disease,359,,
1984,Occurrence,Total Population,Total Population,CAN,Malignant neoplasms,45206,,
1984,Occurrence,Gender,Female,CAN,Malignant neoplasms,21564,,
1984,Occurrence,Gender,Male,CAN,Malignant neoplasms,23642,,
1984,Occurrence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,7986,,
1984,Occurrence,Gender,Female,CLD,Chronic lower respiratory diseases,3322,,
1984,Occurrence,Gender,Male,CLD,Chronic lower respiratory diseases,4664,,
1984,Occurrence,Total Population,Total Population,DIA,Diabetes mellitus,2885,,
1984,Occurrence,Gender,Female,DIA,Diabetes mellitus,1660,,
1984,Occurrence,Gender,Male,DIA,Diabetes mellitus,1225,,
1984,Occurrence,Total Population,Total Population,HOM,Assault (homicide),2888,,
1984,Occurrence,Gender,Female,HOM,Assault (homicide),656,,
1984,Occurrence,Gender,Male,HOM,Assault (homicide),2232,,
1984,Occurrence,Total Population,Total Population,HTD,Diseases of heart,67983,,
1984,Occurrence,Gender,Female,HTD,Diseases of heart,32660,,
1984,Occurrence,Gender,Male,HTD,Diseases of heart,35323,,
1984,Occurrence,Total Population,Total Population,HYP,Essential hypertension and hypertensive renal disease,785,,
1984,Occurrence,Gender,Female,HYP,Essential hypertension and hypertensive renal disease,472,,
1984,Occurrence,Gender,Male,HYP,Essential hypertension and hypertensive renal disease,313,,
1984,Occurrence,Total Population,Total Population,INJ,Accidents (unintentional injuries),10050,,
1984,Occurrence,Gender,Female,INJ,Accidents (unintentional injuries),2922,,
1984,Occurrence,Gender,Male,INJ,Accidents (unintentional injuries),7128,,
1984,Occurrence,Total Population,Total Population,LIV,Chronic liver disease and cirrhosis,4148,,
1984,Occurrence,Gender,Female,LIV,Chronic liver disease and cirrhosis,1412,,
1984,Occurrence,Gender,Male,LIV,Chronic liver disease and cirrhosis,2736,,
1984,Occurrence,Total Population,Total Population,NEP,"Nephritis, nephrotic syndrome and nephrosis",1351,,
1984,Occurrence,Gender,Female,NEP,"Nephritis, nephrotic syndrome and nephrosis",671,,
1984,Occurrence,Gender,Male,NEP,"Nephritis, nephrotic syndrome and nephrosis",680,,
1984,Occurrence,Total Population,Total Population,PAR,Parkinson's disease,511,,
1984,Occurrence,Gender,Female,PAR,Parkinson's disease,197,,
1984,Occurrence,Gender,Male,PAR,Parkinson's disease,314,,
1984,Occurrence,Total Population,Total Population,PNF,Influenza and pneumonia,6639,,
1984,Occurrence,Gender,Female,PNF,Influenza and pneumonia,3485,,
1984,Occurrence,Gender,Male,PNF,Influenza and pneumonia,3154,,
1984,Occurrence,Total Population,Total Population,STK,Cerebrovascular diseases,15445,,
1984,Occurrence,Gender,Female,STK,Cerebrovascular diseases,9499,,
1984,Occurrence,Gender,Male,STK,Cerebrovascular diseases,5946,,
1984,Occurrence,Total Population,Total Population,SUI,Intentional self-harm (suicide),3720,,
1984,Occurrence,Gender,Female,SUI,Intentional self-harm (suicide),946,,
1984,Occurrence,Gender,Male,SUI,Intentional self-harm (suicide),2774,,
1984,Residence,Total Population,Total Population,ALL,All causes (total),195470,,
1984,Residence,Age,Under 1 year,ALL,All causes (total),4212,,
1984,Residence,Age,1-4 years,ALL,All causes (total),866,,
1984,Residence,Age,5-14 years,ALL,All causes (total),884,,
1984,Residence,Age,15-24 years,ALL,All causes (total),4514,,
1984,Residence,Age,25-34 years,ALL,All causes (total),6355,,
1984,Residence,Age,35-44 years,ALL,All causes (total),7135,,
1984,Residence,Age,45-54 years,ALL,All causes (total),11494,,
1984,Residence,Age,55-64 years,ALL,All causes (total),27303,,
1984,Residence,Age,65-74 years,ALL,All causes (total),43453,,
1984,Residence,Age,75-84 years,ALL,All causes (total),50422,,
1984,Residence,Age,85 years and over,ALL,All causes (total),38683,,
1984,Residence,Gender,Female,ALL,All causes (total),92398,,
1984,Residence,Gender,Male,ALL,All causes (total),103072,,
1984,Residence,Total Population,Total Population,ALZ,Alzheimer's disease,771,,
1984,Residence,Gender,Female,ALZ,Alzheimer's disease,414,,
1984,Residence,Gender,Male,ALZ,Alzheimer's disease,357,,
1984,Residence,Total Population,Total Population,CAN,Malignant neoplasms,44992,,
1984,Residence,Gender,Female,CAN,Malignant neoplasms,21484,,
1984,Residence,Gender,Male,CAN,Malignant neoplasms,23508,,
1984,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,7974,,
1984,Residence,Gender,Female,CLD,Chronic lower respiratory diseases,3315,,
1984,Residence,Gender,Male,CLD,Chronic lower respiratory diseases,4659,,
1984,Residence,Total Population,Total Population,DIA,Diabetes mellitus,2886,,
1984,Residence,Gender,Female,DIA,Diabetes mellitus,1667,,
1984,Residence,Gender,Male,DIA,Diabetes mellitus,1219,,
1984,Residence,Total Population,Total Population,HOM,Assault (homicide),2833,,
1984,Residence,Gender,Female,HOM,Assault (homicide),640,,
1984,Residence,Gender,Male,HOM,Assault (homicide),2193,,
1984,Residence,Total Population,Total Population,HTD,Diseases of heart,67691,,
1984,Residence,Gender,Female,HTD,Diseases of heart,32529,,
1984,Residence,Gender,Male,HTD,Diseases of heart,35162,,
1984,Residence,Total Population,Total Population,HYP,Essential hypertension and hypertensive renal disease,781,,
1984,Residence,Gender,Female,HYP,Essential hypertension and hypertensive renal disease,470,,
1984,Residence,Gender,Male,HYP,Essential hypertension and hypertensive renal disease,311,,
1984,Residence,Total Population,Total Population,INJ,Accidents (unintentional injuries),10014,,
1984,Residence,Gender,Female,INJ,Accidents (unintentional injuries),2944,,
1984,Residence,Gender,Male,INJ,Accidents (unintentional injuries),7070,,
1984,Residence,Total Population,Total Population,LIV,Chronic liver disease and cirrhosis,4131,,
1984,Residence,Gender,Female,LIV,Chronic liver disease and cirrhosis,1408,,
1984,Residence,Gender,Male,LIV,Chronic liver disease and cirrhosis,2723,,
1984,Residence,Total Population,Total Population,NEP,"Nephritis, nephrotic syndrome and nephrosis",1337,,
1984,Residence,Gender,Female,NEP,"Nephritis, nephrotic syndrome and nephrosis",667,,
1984,Residence,Gender,Male,NEP,"Nephritis, nephrotic syndrome and nephrosis",670,,
1984,Residence,Total Population,Total Population,PAR,Parkinson's disease,508,,
1984,Residence,Gender,Female,PAR,Parkinson's disease,194,,
1984,Residence,Gender,Male,PAR,Parkinson's disease,314,,
1984,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,6624,,
1984,Residence,Gender,Female,PNF,Influenza and pneumonia,3480,,
1984,Residence,Gender,Male,PNF,Influenza and pneumonia,3144,,
1984,Residence,Total Population,Total Population,STK,Cerebrovascular diseases,15351,,
1984,Residence,Gender,Female,STK,Cerebrovascular diseases,9451,,
1984,Residence,Gender,Male,STK,Cerebrovascular diseases,5900,,
1984,Residence,Total Population,Total Population,SUI,Intentional self-harm (suicide),3690,,
1984,Residence,Gender,Female,SUI,Intentional self-harm (suicide),935,,
1984,Residence,Gender,Male,SUI,Intentional self-harm (suicide),2755,,
1985,Occurrence,Total Population,Total Population,ALL,All causes (total),202710,,
1985,Occurrence,Age,Under 1 year,ALL,All causes (total),4505,,
1985,Occurrence,Age,1-4 years,ALL,All causes (total),884,,
1985,Occurrence,Age,5-14 years,ALL,All causes (total),888,,
1985,Occurrence,Age,15-24 years,ALL,All causes (total),4597,,
1985,Occurrence,Age,25-34 years,ALL,All causes (total),6811,,
1985,Occurrence,Age,35-44 years,ALL,All causes (total),7696,,
1985,Occurrence,Age,45-54 years,ALL,All causes (total),11669,,
1985,Occurrence,Age,55-64 years,ALL,All causes (total),27212,,
1985,Occurrence,Age,65-74 years,ALL,All causes (total),44505,,
1985,Occurrence,Age,75-84 years,ALL,All causes (total),52697,,
1985,Occurrence,Age,85 years and over,ALL,All causes (total),41106,,
1985,Occurrence,Gender,Female,ALL,All causes (total),95860,,
1985,Occurrence,Gender,Male,ALL,All causes (total),106850,,
1985,Occurrence,Total Population,Total Population,ALZ,Alzheimer's disease,885,,
1985,Occurrence,Gender,Female,ALZ,Alzheimer's disease,534,,
1985,Occurrence,Gender,Male,ALZ,Alzheimer's disease,351,,
1985,Occurrence,Total Population,Total Population,CAN,Malignant neoplasms,45904,,
1985,Occurrence,Gender,Female,CAN,Malignant neoplasms,22004,,
1985,Occurrence,Gender,Male,CAN,Malignant neoplasms,23900,,
1985,Occurrence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,8645,,
1985,Occurrence,Gender,Female,CLD,Chronic lower respiratory diseases,3756,,
1985,Occurrence,Gender,Male,CLD,Chronic lower respiratory diseases,4889,,
1985,Occurrence,Total Population,Total Population,DIA,Diabetes mellitus,3005,,
1985,Occurrence,Gender,Female,DIA,Diabetes mellitus,1670,,
1985,Occurrence,Gender,Male,DIA,Diabetes mellitus,1335,,
1985,Occurrence,Total Population,Total Population,HOM,Assault (homicide),2862,,
1985,Occurrence,Gender,Female,HOM,Assault (homicide),649,,
1985,Occurrence,Gender,Male,HOM,Assault (homicide),2213,,
1985,Occurrence,Total Population,Total Population,HTD,Diseases of heart,69309,,
1985,Occurrence,Gender,Female,HTD,Diseases of heart,33343,,
1985,Occurrence,Gender,Male,HTD,Diseases of heart,35966,,
1985,Occurrence,Total Population,Total Population,HYP,Essential hypertension and hypertensive renal disease,709,,
1985,Occurrence,Gender,Female,HYP,Essential hypertension and hypertensive renal disease,392,,
1985,Occurrence,Gender,Male,HYP,Essential hypertension and hypertensive renal disease,317,,
1985,Occurrence,Total Population,Total Population,INJ,Accidents (unintentional injuries),10176,,
1985,Occurrence,Gender,Female,INJ,Accidents (unintentional injuries),2936,,
1985,Occurrence,Gender,Male,INJ,Accidents (unintentional injuries),7240,,
1985,Occurrence,Total Population,Total Population,LIV,Chronic liver disease and cirrhosis,3994,,
1985,Occurrence,Gender,Female,LIV,Chronic liver disease and cirrhosis,1418,,
1985,Occurrence,Gender,Male,LIV,Chronic liver disease and cirrhosis,2576,,
1985,Occurrence,Total Population,Total Population,NEP,"Nephritis, nephrotic syndrome and nephrosis",1469,,
1985,Occurrence,Gender,Female,NEP,"Nephritis, nephrotic syndrome and nephrosis",747,,
1985,Occurrence,Gender,Male,NEP,"Nephritis, nephrotic syndrome and nephrosis",722,,
1985,Occurrence,Total Population,Total Population,PAR,Parkinson's disease,530,,
1985,Occurrence,Gender,Female,PAR,Parkinson's disease,227,,
1985,Occurrence,Gender,Male,PAR,Parkinson's disease,303,,
1985,Occurrence,Total Population,Total Population,PNF,Influenza and pneumonia,8080,,
1985,Occurrence,Gender,Female,PNF,Influenza and pneumonia,4325,,
1985,Occurrence,Gender,Male,PNF,Influenza and pneumonia,3755,,
1985,Occurrence,Total Population,Total Population,STK,Cerebrovascular diseases,15264,,
1985,Occurrence,Gender,Female,STK,Cerebrovascular diseases,9354,,
1985,Occurrence,Gender,Male,STK,Cerebrovascular diseases,5910,,
1985,Occurrence,Total Population,Total Population,SUI,Intentional self-harm (suicide),3800,,
1985,Occurrence,Gender,Female,SUI,Intentional self-harm (suicide),903,,
1985,Occurrence,Gender,Male,SUI,Intentional self-harm (suicide),2897,,
1985,Residence,Total Population,Total Population,ALL,All causes (total),201815,,
1985,Residence,Age,Under 1 year,ALL,All causes (total),4475,,
1985,Residence,Age,1-4 years,ALL,All causes (total),885,,
1985,Residence,Age,5-14 years,ALL,All causes (total),888,,
1985,Residence,Age,15-24 years,ALL,All causes (total),4511,,
1985,Residence,Age,25-34 years,ALL,All causes (total),6713,,
1985,Residence,Age,35-44 years,ALL,All causes (total),7664,,
1985,Residence,Age,45-54 years,ALL,All causes (total),11648,,
1985,Residence,Age,55-64 years,ALL,All causes (total),27077,,
1985,Residence,Age,65-74 years,ALL,All causes (total),44395,,
1985,Residence,Age,75-84 years,ALL,All causes (total),52433,,
1985,Residence,Age,85 years and over,ALL,All causes (total),40968,,
1985,Residence,Gender,Female,ALL,All causes (total),95447,,
1985,Residence,Gender,Male,ALL,All causes (total),106368,,
1985,Residence,Total Population,Total Population,ALZ,Alzheimer's disease,882,,
1985,Residence,Gender,Female,ALZ,Alzheimer's disease,537,,
1985,Residence,Gender,Male,ALZ,Alzheimer's disease,345,,
1985,Residence,Total Population,Total Population,CAN,Malignant neoplasms,45615,,
1985,Residence,Gender,Female,CAN,Malignant neoplasms,21858,,
1985,Residence,Gender,Male,CAN,Malignant neoplasms,23757,,
1985,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,8605,,
1985,Residence,Gender,Female,CLD,Chronic lower respiratory diseases,3736,,
1985,Residence,Gender,Male,CLD,Chronic lower respiratory diseases,4869,,
1985,Residence,Total Population,Total Population,DIA,Diabetes mellitus,2997,,
1985,Residence,Gender,Female,DIA,Diabetes mellitus,1662,,
1985,Residence,Gender,Male,DIA,Diabetes mellitus,1335,,
1985,Residence,Total Population,Total Population,HOM,Assault (homicide),2818,,
1985,Residence,Gender,Female,HOM,Assault (homicide),648,,
1985,Residence,Gender,Male,HOM,Assault (homicide),2170,,
1985,Residence,Total Population,Total Population,HTD,Diseases of heart,69046,,
1985,Residence,Gender,Female,HTD,Diseases of heart,33196,,
1985,Residence,Gender,Male,HTD,Diseases of heart,35850,,
1985,Residence,Total Population,Total Population,HYP,Essential hypertension and hypertensive renal disease,708,,
1985,Residence,Gender,Female,HYP,Essential hypertension and hypertensive renal disease,391,,
1985,Residence,Gender,Male,HYP,Essential hypertension and hypertensive renal disease,317,,
1985,Residence,Total Population,Total Population,INJ,Accidents (unintentional injuries),10147,,
1985,Residence,Gender,Female,INJ,Accidents (unintentional injuries),2951,,
1985,Residence,Gender,Male,INJ,Accidents (unintentional injuries),7196,,
1985,Residence,Total Population,Total Population,LIV,Chronic liver disease and cirrhosis,3965,,
1985,Residence,Gender,Female,LIV,Chronic liver disease and cirrhosis,1407,,
1985,Residence,Gender,Male,LIV,Chronic liver disease and cirrhosis,2558,,
1985,Residence,Total Population,Total Population,NEP,"Nephritis, nephrotic syndrome and nephrosis",1466,,
1985,Residence,Gender,Female,NEP,"Nephritis, nephrotic syndrome and nephrosis",742,,
1985,Residence,Gender,Male,NEP,"Nephritis, nephrotic syndrome and nephrosis",724,,
1985,Residence,Total Population,Total Population,PAR,Parkinson's disease,526,,
1985,Residence,Gender,Female,PAR,Parkinson's disease,223,,
1985,Residence,Gender,Male,PAR,Parkinson's disease,303,,
1985,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,8046,,
