"Year","Month","Geography_Type","Strata","Strata_Name","Cause","Cause_Desc","Count","Annotation_Code","Annotation_Desc"
1983,10,Residence,Gender,Female,LIV,Chronic liver disease and cirrhosis,111,,
1983,10,Residence,Gender,Male,LIV,Chronic liver disease and cirrhosis,223,,
1983,10,Residence,Total Population,Total Population,NEP,"Nephritis, nephrotic syndrome and nephrosis",96,,
1983,10,Residence,Gender,Female,NEP,"Nephritis, nephrotic syndrome and nephrosis",46,,
1983,10,Residence,Gender,Male,NEP,"Nephritis, nephrotic syndrome and nephrosis",50,,
1983,10,Residence,Total Population,Total Population,PAR,Parkinson's disease,38,,
1983,10,Residence,Gender,Female,PAR,Parkinson's disease,17,,
1983,10,Residence,Gender,Male,PAR,Parkinson's disease,21,,
1983,10,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,466,,
1983,10,Residence,Gender,Female,PNF,Influenza and pneumonia,249,,
1983,10,Residence,Gender,Male,PNF,Influenza and pneumonia,217,,
1983,10,Residence,Total Population,Total Population,STK,Cerebrovascular diseases,1177,,
1983,10,Residence,Gender,Female,STK,Cerebrovascular diseases,758,,
1983,10,Residence,Gender,Male,STK,Cerebrovascular diseases,419,,
1983,10,Residence,Total Population,Total Population,SUI,Intentional self-harm (suicide),318,,
1983,10,Residence,Gender,Female,SUI,Intentional self-harm (suicide),90,,
1983,10,Residence,Gender,Male,SUI,Intentional self-harm (suicide),228,,
1983,11,Occurrence,Total Population,Total Population,ALL,All causes (total),15430,,
1983,11,Occurrence,Age,Under 1 year,ALL,All causes (total),350,,
1983,11,Occurrence,Age,1-4 years,ALL,All causes (total),65,,
1983,11,Occurrence,Age,5-14 years,ALL,All causes (total),74,,
1983,11,Occurrence,Age,15-24 years,ALL,All causes (total),308,,
1983,11,Occurrence,Age,25-34 years,ALL,All causes (total),464,,
1983,11,Occurrence,Age,35-44 years,ALL,All causes (total),564,,
1983,11,Occurrence,Age,45-54 years,ALL,All causes (total),935,,
1983,11,Occurrence,Age,55-64 years,ALL,All causes (total),2227,,
1983,11,Occurrence,Age,65-74 years,ALL,All causes (total),3449,,
1983,11,Occurrence,Age,75-84 years,ALL,All causes (total),3881,,
1983,11,Occurrence,Age,85 years and over,ALL,All causes (total),3102,,
1983,11,Occurrence,Gender,Female,ALL,All causes (total),7401,,
1983,11,Occurrence,Gender,Male,ALL,All causes (total),8029,,
1983,11,Occurrence,Total Population,Total Population,ALZ,Alzheimer's disease,46,,
1983,11,Occurrence,Gender,Female,ALZ,Alzheimer's disease,22,,
1983,11,Occurrence,Gender,Male,ALZ,Alzheimer's disease,24,,
1983,11,Occurrence,Total Population,Total Population,CAN,Malignant neoplasms,3576,,
1983,11,Occurrence,Gender,Female,CAN,Malignant neoplasms,1754,,
1983,11,Occurrence,Gender,Male,CAN,Malignant neoplasms,1822,,
1983,11,Occurrence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,553,,
1983,11,Occurrence,Gender,Female,CLD,Chronic lower respiratory diseases,221,,
1983,11,Occurrence,Gender,Male,CLD,Chronic lower respiratory diseases,332,,
1983,11,Occurrence,Total Population,Total Population,DIA,Diabetes mellitus,218,,
1983,11,Occurrence,Gender,Female,DIA,Diabetes mellitus,118,,
1983,11,Occurrence,Gender,Male,DIA,Diabetes mellitus,100,,
1983,11,Occurrence,Total Population,Total Population,HOM,Assault (homicide),217,,
1983,11,Occurrence,Gender,Female,HOM,Assault (homicide),53,,
1983,11,Occurrence,Gender,Male,HOM,Assault (homicide),164,,
1983,11,Occurrence,Total Population,Total Population,HTD,Diseases of heart,5425,,
1983,11,Occurrence,Gender,Female,HTD,Diseases of heart,2633,,
1983,11,Occurrence,Gender,Male,HTD,Diseases of heart,2792,,
1983,11,Occurrence,Total Population,Total Population,HYP,Essential hypertension and hypertensive renal disease,69,,
1983,11,Occurrence,Gender,Female,HYP,Essential hypertension and hypertensive renal disease,32,,
1983,11,Occurrence,Gender,Male,HYP,Essential hypertension and hypertensive renal disease,37,,
1983,11,Occurrence,Total Population,Total Population,INJ,Accidents (unintentional injuries),751,,
1983,11,Occurrence,Gender,Female,INJ,Accidents (unintentional injuries),217,,
1983,11,Occurrence,Gender,Male,INJ,Accidents (unintentional injuries),534,,
1983,11,Occurrence,Total Population,Total Population,LIV,Chronic liver disease and cirrhosis,370,,
1983,11,Occurrence,Gender,Female,LIV,Chronic liver disease and cirrhosis,132,,
1983,11,Occurrence,Gender,Male,LIV,Chronic liver disease and cirrhosis,238,,
1983,11,Occurrence,Total Population,Total Population,NEP,"Nephritis, nephrotic syndrome and nephrosis",97,,
1983,11,Occurrence,Gender,Female,NEP,"Nephritis, nephrotic syndrome and nephrosis",49,,
1983,11,Occurrence,Gender,Male,NEP,"Nephritis, nephrotic syndrome and nephrosis",48,,
1983,11,Occurrence,Total Population,Total Population,PAR,Parkinson's disease,39,,
1983,11,Occurrence,Gender,Female,PAR,Parkinson's disease,12,,
1983,11,Occurrence,Gender,Male,PAR,Parkinson's disease,27,,
1983,11,Occurrence,Total Population,Total Population,PNF,Influenza and pneumonia,479,,
1983,11,Occurrence,Gender,Female,PNF,Influenza and pneumonia,238,,
1983,11,Occurrence,Gender,Male,PNF,Influenza and pneumonia,241,,
1983,11,Occurrence,Total Population,Total Population,STK,Cerebrovascular diseases,1254,,
1983,11,Occurrence,Gender,Female,STK,Cerebrovascular diseases,784,,
1983,11,Occurrence,Gender,Male,STK,Cerebrovascular diseases,470,,
1983,11,Occurrence,Total Population,Total Population,SUI,Intentional self-harm (suicide),263,,
1983,11,Occurrence,Gender,Female,SUI,Intentional self-harm (suicide),69,,
1983,11,Occurrence,Gender,Male,SUI,Intentional self-harm (suicide),194,,
1983,11,Residence,Total Population,Total Population,ALL,All causes (total),15348,,
1983,11,Residence,Age,Under 1 year,ALL,All causes (total),344,,
1983,11,Residence,Age,1-4 years,ALL,All causes (total),65,,
1983,11,Residence,Age,5-14 years,ALL,All causes (total),75,,
1983,11,Residence,Age,15-24 years,ALL,All causes (total),307,,
1983,11,Residence,Age,25-34 years,ALL,All causes (total),459,,
1983,11,Residence,Age,35-44 years,ALL,All causes (total),552,,
1983,11,Residence,Age,45-54 years,ALL,All causes (total),931,,
1983,11,Residence,Age,55-64 years,ALL,All causes (total),2204,,
1983,11,Residence,Age,65-74 years,ALL,All causes (total),3426,,
1983,11,Residence,Age,75-84 years,ALL,All causes (total),3868,,
1983,11,Residence,Age,85 years and over,ALL,All causes (total),3105,,
1983,11,Residence,Gender,Female,ALL,All causes (total),7365,,
1983,11,Residence,Gender,Male,ALL,All causes (total),7983,,
1983,11,Residence,Total Population,Total Population,ALZ,Alzheimer's disease,47,,
1983,11,Residence,Gender,Female,ALZ,Alzheimer's disease,23,,
1983,11,Residence,Gender,Male,ALZ,Alzheimer's disease,24,,
1983,11,Residence,Total Population,Total Population,CAN,Malignant neoplasms,3553,,
1983,11,Residence,Gender,Female,CAN,Malignant neoplasms,1740,,
1983,11,Residence,Gender,Male,CAN,Malignant neoplasms,1813,,
1983,11,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,552,,
1983,11,Residence,Gender,Female,CLD,Chronic lower respiratory diseases,222,,
1983,11,Residence,Gender,Male,CLD,Chronic lower respiratory diseases,330,,
1983,11,Residence,Total Population,Total Population,DIA,Diabetes mellitus,218,,
1983,11,Residence,Gender,Female,DIA,Diabetes mellitus,119,,
1983,11,Residence,Gender,Male,DIA,Diabetes mellitus,99,,
1983,11,Residence,Total Population,Total Population,HOM,Assault (homicide),211,,
1983,11,Residence,Gender,Female,HOM,Assault (homicide),52,,
1983,11,Residence,Gender,Male,HOM,Assault (homicide),159,,
1983,11,Residence,Total Population,Total Population,HTD,Diseases of heart,5392,,
1983,11,Residence,Gender,Female,HTD,Diseases of heart,2618,,
1983,11,Residence,Gender,Male,HTD,Diseases of heart,2774,,
1983,11,Residence,Total Population,Total Population,HYP,Essential hypertension and hypertensive renal disease,68,,
1983,11,Residence,Gender,Female,HYP,Essential hypertension and hypertensive renal disease,32,,
1983,11,Residence,Gender,Male,HYP,Essential hypertension and hypertensive renal disease,36,,
1983,11,Residence,Total Population,Total Population,INJ,Accidents (unintentional injuries),756,,
1983,11,Residence,Gender,Female,INJ,Accidents (unintentional injuries),218,,
1983,11,Residence,Gender,Male,INJ,Accidents (unintentional injuries),538,,
1983,11,Residence,Total Population,Total Population,LIV,Chronic liver disease and cirrhosis,369,,
1983,11,Residence,Gender,Female,LIV,Chronic liver disease and cirrhosis,130,,
1983,11,Residence,Gender,Male,LIV,Chronic liver disease and cirrhosis,239,,
1983,11,Residence,Total Population,Total Population,NEP,"Nephritis, nephrotic syndrome and nephrosis",96,,
1983,11,Residence,Gender,Female,NEP,"Nephritis, nephrotic syndrome and nephrosis",49,,
1983,11,Residence,Gender,Male,NEP,"Nephritis, nephrotic syndrome and nephrosis",47,,
1983,11,Residence,Total Population,Total Population,PAR,Parkinson's disease,39,,
1983,11,Residence,Gender,Female,PAR,Parkinson's disease,12,,
1983,11,Residence,Gender,Male,PAR,Parkinson's disease,27,,
1983,11,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,474,,
1983,11,Residence,Gender,Female,PNF,Influenza and pneumonia,237,,
1983,11,Residence,Gender,Male,PNF,Influenza and pneumonia,237,,
1983,11,Residence,Total Population,Total Population,STK,Cerebrovascular diseases,1250,,
1983,11,Residence,Gender,Female,STK,Cerebrovascular diseases,783,,
1983,11,Residence,Gender,Male,STK,Cerebrovascular diseases,467,,
1983,11,Residence,Total Population,Total Population,SUI,Intentional self-harm (suicide),256,,
1983,11,Residence,Gender,Female,SUI,Intentional self-harm (suicide),69,,
1983,11,Residence,Gender,Male,SUI,Intentional self-harm (suicide),187,,
1983,12,Occurrence,Total Population,Total Population,ALL,All causes (total),16731,,
1983,12,Occurrence,Age,Under 1 year,ALL,All causes (total),385,,
1983,12,Occurrence,Age,1-4 years,ALL,All causes (total),69,,
1983,12,Occurrence,Age,5-14 years,ALL,All causes (total),73,,
1983,12,Occurrence,Age,15-24 years,ALL,All causes (total),323,,
1983,12,Occurrence,Age,25-34 years,ALL,All causes (total),499,,
1983,12,Occurrence,Age,35-44 years,ALL,All causes (total),595,,
1983,12,Occurrence,Age,45-54 years,ALL,All causes (total),979,,
1983,12,Occurrence,Age,55-64 years,ALL,All causes (total),2379,,
1983,12,Occurrence,Age,65-74 years,ALL,All causes (total),3693,,
1983,12,Occurrence,Age,75-84 years,ALL,All causes (total),4315,,
1983,12,Occurrence,Age,85 years and over,ALL,All causes (total),3412,,
1983,12,Occurrence,Gender,Female,ALL,All causes (total),8005,,
1983,12,Occurrence,Gender,Male,ALL,All causes (total),8726,,
1983,12,Occurrence,Total Population,Total Population,ALZ,Alzheimer's disease,55,,
1983,12,Occurrence,Gender,Female,ALZ,Alzheimer's disease,35,,
1983,12,Occurrence,Gender,Male,ALZ,Alzheimer's disease,20,,
1983,12,Occurrence,Total Population,Total Population,CAN,Malignant neoplasms,3829,,
1983,12,Occurrence,Gender,Female,CAN,Malignant neoplasms,1833,,
1983,12,Occurrence,Gender,Male,CAN,Malignant neoplasms,1996,,
1983,12,Occurrence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,656,,
1983,12,Occurrence,Gender,Female,CLD,Chronic lower respiratory diseases,270,,
1983,12,Occurrence,Gender,Male,CLD,Chronic lower respiratory diseases,386,,
1983,12,Occurrence,Total Population,Total Population,DIA,Diabetes mellitus,261,,
1983,12,Occurrence,Gender,Female,DIA,Diabetes mellitus,166,,
1983,12,Occurrence,Gender,Male,DIA,Diabetes mellitus,95,,
1983,12,Occurrence,Total Population,Total Population,HOM,Assault (homicide),239,,
1983,12,Occurrence,Gender,Female,HOM,Assault (homicide),50,,
1983,12,Occurrence,Gender,Male,HOM,Assault (homicide),189,,
1983,12,Occurrence,Total Population,Total Population,HTD,Diseases of heart,5998,,
1983,12,Occurrence,Gender,Female,HTD,Diseases of heart,2979,,
1983,12,Occurrence,Gender,Male,HTD,Diseases of heart,3019,,
1983,12,Occurrence,Total Population,Total Population,HYP,Essential hypertension and hypertensive renal disease,71,,
1983,12,Occurrence,Gender,Female,HYP,Essential hypertension and hypertensive renal disease,37,,
1983,12,Occurrence,Gender,Male,HYP,Essential hypertension and hypertensive renal disease,34,,
1983,12,Occurrence,Total Population,Total Population,INJ,Accidents (unintentional injuries),741,,
1983,12,Occurrence,Gender,Female,INJ,Accidents (unintentional injuries),213,,
1983,12,Occurrence,Gender,Male,INJ,Accidents (unintentional injuries),528,,
1983,12,Occurrence,Total Population,Total Population,LIV,Chronic liver disease and cirrhosis,358,,
1983,12,Occurrence,Gender,Female,LIV,Chronic liver disease and cirrhosis,103,,
1983,12,Occurrence,Gender,Male,LIV,Chronic liver disease and cirrhosis,255,,
1983,12,Occurrence,Total Population,Total Population,NEP,"Nephritis, nephrotic syndrome and nephrosis",101,,
1983,12,Occurrence,Gender,Female,NEP,"Nephritis, nephrotic syndrome and nephrosis",47,,
1983,12,Occurrence,Gender,Male,NEP,"Nephritis, nephrotic syndrome and nephrosis",54,,
1983,12,Occurrence,Total Population,Total Population,PAR,Parkinson's disease,38,,
1983,12,Occurrence,Gender,Female,PAR,Parkinson's disease,14,,
1983,12,Occurrence,Gender,Male,PAR,Parkinson's disease,24,,
1983,12,Occurrence,Total Population,Total Population,PNF,Influenza and pneumonia,553,,
1983,12,Occurrence,Gender,Female,PNF,Influenza and pneumonia,292,,
1983,12,Occurrence,Gender,Male,PNF,Influenza and pneumonia,261,,
1983,12,Occurrence,Total Population,Total Population,STK,Cerebrovascular diseases,1334,,
1983,12,Occurrence,Gender,Female,STK,Cerebrovascular diseases,809,,
1983,12,Occurrence,Gender,Male,STK,Cerebrovascular diseases,525,,
1983,12,Occurrence,Total Population,Total Population,SUI,Intentional self-harm (suicide),292,,
1983,12,Occurrence,Gender,Female,SUI,Intentional self-harm (suicide),70,,
1983,12,Occurrence,Gender,Male,SUI,Intentional self-harm (suicide),222,,
1983,12,Residence,Total Population,Total Population,ALL,All causes (total),16564,,
1983,12,Residence,Age,Under 1 year,ALL,All causes (total),386,,
1983,12,Residence,Age,1-4 years,ALL,All causes (total),67,,
1983,12,Residence,Age,5-14 years,ALL,All causes (total),70,,
1983,12,Residence,Age,15-24 years,ALL,All causes (total),320,,
1983,12,Residence,Age,25-34 years,ALL,All causes (total),491,,
1983,12,Residence,Age,35-44 years,ALL,All causes (total),582,,
1983,12,Residence,Age,45-54 years,ALL,All causes (total),970,,
1983,12,Residence,Age,55-64 years,ALL,All causes (total),2354,,
1983,12,Residence,Age,65-74 years,ALL,All causes (total),3650,,
1983,12,Residence,Age,75-84 years,ALL,All causes (total),4271,,
1983,12,Residence,Age,85 years and over,ALL,All causes (total),3392,,
1983,12,Residence,Gender,Female,ALL,All causes (total),7929,,
1983,12,Residence,Gender,Male,ALL,All causes (total),8635,,
1983,12,Residence,Total Population,Total Population,ALZ,Alzheimer's disease,57,,
1983,12,Residence,Gender,Female,ALZ,Alzheimer's disease,37,,
1983,12,Residence,Gender,Male,ALZ,Alzheimer's disease,20,,
1983,12,Residence,Total Population,Total Population,CAN,Malignant neoplasms,3789,,
1983,12,Residence,Gender,Female,CAN,Malignant neoplasms,1807,,
1983,12,Residence,Gender,Male,CAN,Malignant neoplasms,1982,,
1983,12,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,653,,
1983,12,Residence,Gender,Female,CLD,Chronic lower respiratory diseases,269,,
1983,12,Residence,Gender,Male,CLD,Chronic lower respiratory diseases,384,,
1983,12,Residence,Total Population,Total Population,DIA,Diabetes mellitus,258,,
1983,12,Residence,Gender,Female,DIA,Diabetes mellitus,163,,
1983,12,Residence,Gender,Male,DIA,Diabetes mellitus,95,,
1983,12,Residence,Total Population,Total Population,HOM,Assault (homicide),233,,
1983,12,Residence,Gender,Female,HOM,Assault (homicide),49,,
1983,12,Residence,Gender,Male,HOM,Assault (homicide),184,,
1983,12,Residence,Total Population,Total Population,HTD,Diseases of heart,5933,,
1983,12,Residence,Gender,Female,HTD,Diseases of heart,2952,,
1983,12,Residence,Gender,Male,HTD,Diseases of heart,2981,,
1983,12,Residence,Total Population,Total Population,HYP,Essential hypertension and hypertensive renal disease,71,,
1983,12,Residence,Gender,Female,HYP,Essential hypertension and hypertensive renal disease,37,,
1983,12,Residence,Gender,Male,HYP,Essential hypertension and hypertensive renal disease,34,,
1983,12,Residence,Total Population,Total Population,INJ,Accidents (unintentional injuries),724,,
1983,12,Residence,Gender,Female,INJ,Accidents (unintentional injuries),208,,
1983,12,Residence,Gender,Male,INJ,Accidents (unintentional injuries),516,,
1983,12,Residence,Total Population,Total Population,LIV,Chronic liver disease and cirrhosis,356,,
1983,12,Residence,Gender,Female,LIV,Chronic liver disease and cirrhosis,102,,
1983,12,Residence,Gender,Male,LIV,Chronic liver disease and cirrhosis,254,,
1983,12,Residence,Total Population,Total Population,NEP,"Nephritis, nephrotic syndrome and nephrosis",101,,
1983,12,Residence,Gender,Female,NEP,"Nephritis, nephrotic syndrome and nephrosis",46,,
1983,12,Residence,Gender,Male,NEP,"Nephritis, nephrotic syndrome and nephrosis",55,,
1983,12,Residence,Total Population,Total Population,PAR,Parkinson's disease,38,,
1983,12,Residence,Gender,Female,PAR,Parkinson's disease,14,,
1983,12,Residence,Gender,Male,PAR,Parkinson's disease,24,,
1983,12,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,549,,
1983,12,Residence,Gender,Female,PNF,Influenza and pneumonia,291,,
1983,12,Residence,Gender,Male,PNF,Influenza and pneumonia,258,,
1983,12,Residence,Total Population,Total Population,STK,Cerebrovascular diseases,1323,,
1983,12,Residence,Gender,Female,STK,Cerebrovascular diseases,800,,
1983,12,Residence,Gender,Male,STK,Cerebrovascular diseases,523,,
1983,12,Residence,Total Population,Total Population,SUI,Intentional self-harm (suicide),286,,
1983,12,Residence,Gender,Female,SUI,Intentional self-harm (suicide),67,,
1983,12,Residence,Gender,Male,SUI,Intentional self-harm (suicide),219,,
1984,01,Occurrence,Total Population,Total Population,ALL,All causes (total),17192,,
1984,01,Occurrence,Age,Under 1 year,ALL,All causes (total),364,,
1984,01,Occurrence,Age,1-4 years,ALL,All causes (total),74,,
1984,01,Occurrence,Age,5-14 years,ALL,All causes (total),65,,
1984,01,Occurrence,Age,15-24 years,ALL,All causes (total),346,,
1984,01,Occurrence,Age,25-34 years,ALL,All causes (total),530,,
1984,01,Occurrence,Age,35-44 years,ALL,All causes (total),567,,
1984,01,Occurrence,Age,45-54 years,ALL,All causes (total),1037,,
1984,01,Occurrence,Age,55-64 years,ALL,All causes (total),2424,,
1984,01,Occurrence,Age,65-74 years,ALL,All causes (total),3802,,
1984,01,Occurrence,Age,75-84 years,ALL,All causes (total),4544,,
1984,01,Occurrence,Age,85 years and over,ALL,All causes (total),3432,,
1984,01,Occurrence,Gender,Female,ALL,All causes (total),8219,,
1984,01,Occurrence,Gender,Male,ALL,All causes (total),8973,,
1984,01,Occurrence,Total Population,Total Population,ALZ,Alzheimer's disease,54,,
1984,01,Occurrence,Gender,Female,ALZ,Alzheimer's disease,32,,
1984,01,Occurrence,Gender,Male,ALZ,Alzheimer's disease,22,,
1984,01,Occurrence,Total Population,Total Population,CAN,Malignant neoplasms,3776,,
1984,01,Occurrence,Gender,Female,CAN,Malignant neoplasms,1864,,
1984,01,Occurrence,Gender,Male,CAN,Malignant neoplasms,1912,,
1984,01,Occurrence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,748,,
1984,01,Occurrence,Gender,Female,CLD,Chronic lower respiratory diseases,331,,
1984,01,Occurrence,Gender,Male,CLD,Chronic lower respiratory diseases,417,,
1984,01,Occurrence,Total Population,Total Population,DIA,Diabetes mellitus,250,,
1984,01,Occurrence,Gender,Female,DIA,Diabetes mellitus,151,,
1984,01,Occurrence,Gender,Male,DIA,Diabetes mellitus,99,,
1984,01,Occurrence,Total Population,Total Population,HOM,Assault (homicide),265,,
1984,01,Occurrence,Gender,Female,HOM,Assault (homicide),59,,
1984,01,Occurrence,Gender,Male,HOM,Assault (homicide),206,,
1984,01,Occurrence,Total Population,Total Population,HTD,Diseases of heart,6230,,
1984,01,Occurrence,Gender,Female,HTD,Diseases of heart,2993,,
1984,01,Occurrence,Gender,Male,HTD,Diseases of heart,3237,,
1984,01,Occurrence,Total Population,Total Population,HYP,Essential hypertension and hypertensive renal disease,81,,
1984,01,Occurrence,Gender,Female,HYP,Essential hypertension and hypertensive renal disease,42,,
1984,01,Occurrence,Gender,Male,HYP,Essential hypertension and hypertensive renal disease,39,,
1984,01,Occurrence,Total Population,Total Population,INJ,Accidents (unintentional injuries),730,,
1984,01,Occurrence,Gender,Female,INJ,Accidents (unintentional injuries),206,,
1984,01,Occurrence,Gender,Male,INJ,Accidents (unintentional injuries),524,,
1984,01,Occurrence,Total Population,Total Population,LIV,Chronic liver disease and cirrhosis,368,,
1984,01,Occurrence,Gender,Female,LIV,Chronic liver disease and cirrhosis,120,,
1984,01,Occurrence,Gender,Male,LIV,Chronic liver disease and cirrhosis,248,,
1984,01,Occurrence,Total Population,Total Population,NEP,"Nephritis, nephrotic syndrome and nephrosis",115,,
1984,01,Occurrence,Gender,Female,NEP,"Nephritis, nephrotic syndrome and nephrosis",60,,
1984,01,Occurrence,Gender,Male,NEP,"Nephritis, nephrotic syndrome and nephrosis",55,,
1984,01,Occurrence,Total Population,Total Population,PAR,Parkinson's disease,50,,
1984,01,Occurrence,Gender,Female,PAR,Parkinson's disease,15,,
1984,01,Occurrence,Gender,Male,PAR,Parkinson's disease,35,,
1984,01,Occurrence,Total Population,Total Population,PNF,Influenza and pneumonia,601,,
1984,01,Occurrence,Gender,Female,PNF,Influenza and pneumonia,317,,
1984,01,Occurrence,Gender,Male,PNF,Influenza and pneumonia,284,,
1984,01,Occurrence,Total Population,Total Population,STK,Cerebrovascular diseases,1339,,
1984,01,Occurrence,Gender,Female,STK,Cerebrovascular diseases,831,,
1984,01,Occurrence,Gender,Male,STK,Cerebrovascular diseases,508,,
1984,01,Occurrence,Total Population,Total Population,SUI,Intentional self-harm (suicide),323,,
1984,01,Occurrence,Gender,Female,SUI,Intentional self-harm (suicide),82,,
1984,01,Occurrence,Gender,Male,SUI,Intentional self-harm (suicide),241,,
1984,01,Residence,Total Population,Total Population,ALL,All causes (total),17049,,
1984,01,Residence,Age,Under 1 year,ALL,All causes (total),362,,
1984,01,Residence,Age,1-4 years,ALL,All causes (total),75,,
1984,01,Residence,Age,5-14 years,ALL,All causes (total),65,,
1984,01,Residence,Age,15-24 years,ALL,All causes (total),346,,
1984,01,Residence,Age,25-34 years,ALL,All causes (total),521,,
1984,01,Residence,Age,35-44 years,ALL,All causes (total),564,,
1984,01,Residence,Age,45-54 years,ALL,All causes (total),1039,,
1984,01,Residence,Age,55-64 years,ALL,All causes (total),2391,,
1984,01,Residence,Age,65-74 years,ALL,All causes (total),3763,,
1984,01,Residence,Age,75-84 years,ALL,All causes (total),4498,,
1984,01,Residence,Age,85 years and over,ALL,All causes (total),3415,,
1984,01,Residence,Gender,Female,ALL,All causes (total),8152,,
1984,01,Residence,Gender,Male,ALL,All causes (total),8897,,
1984,01,Residence,Total Population,Total Population,ALZ,Alzheimer's disease,53,,
1984,01,Residence,Gender,Female,ALZ,Alzheimer's disease,31,,
1984,01,Residence,Gender,Male,ALZ,Alzheimer's disease,22,,
1984,01,Residence,Total Population,Total Population,CAN,Malignant neoplasms,3739,,
1984,01,Residence,Gender,Female,CAN,Malignant neoplasms,1850,,
1984,01,Residence,Gender,Male,CAN,Malignant neoplasms,1889,,
1984,01,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,749,,
1984,01,Residence,Gender,Female,CLD,Chronic lower respiratory diseases,329,,
1984,01,Residence,Gender,Male,CLD,Chronic lower respiratory diseases,420,,
1984,01,Residence,Total Population,Total Population,DIA,Diabetes mellitus,253,,
1984,01,Residence,Gender,Female,DIA,Diabetes mellitus,152,,
1984,01,Residence,Gender,Male,DIA,Diabetes mellitus,101,,
1984,01,Residence,Total Population,Total Population,HOM,Assault (homicide),263,,
1984,01,Residence,Gender,Female,HOM,Assault (homicide),59,,
1984,01,Residence,Gender,Male,HOM,Assault (homicide),204,,
1984,01,Residence,Total Population,Total Population,HTD,Diseases of heart,6170,,
1984,01,Residence,Gender,Female,HTD,Diseases of heart,2963,,
1984,01,Residence,Gender,Male,HTD,Diseases of heart,3207,,
1984,01,Residence,Total Population,Total Population,HYP,Essential hypertension and hypertensive renal disease,81,,
1984,01,Residence,Gender,Female,HYP,Essential hypertension and hypertensive renal disease,42,,
1984,01,Residence,Gender,Male,HYP,Essential hypertension and hypertensive renal disease,39,,
1984,01,Residence,Total Population,Total Population,INJ,Accidents (unintentional injuries),721,,
1984,01,Residence,Gender,Female,INJ,Accidents (unintentional injuries),204,,
1984,01,Residence,Gender,Male,INJ,Accidents (unintentional injuries),517,,
1984,01,Residence,Total Population,Total Population,LIV,Chronic liver disease and cirrhosis,365,,
1984,01,Residence,Gender,Female,LIV,Chronic liver disease and cirrhosis,122,,
1984,01,Residence,Gender,Male,LIV,Chronic liver disease and cirrhosis,243,,
1984,01,Residence,Total Population,Total Population,NEP,"Nephritis, nephrotic syndrome and nephrosis",113,,
1984,01,Residence,Gender,Female,NEP,"Nephritis, nephrotic syndrome and nephrosis",59,,
1984,01,Residence,Gender,Male,NEP,"Nephritis, nephrotic syndrome and nephrosis",54,,
1984,01,Residence,Total Population,Total Population,PAR,Parkinson's disease,49,,
1984,01,Residence,Gender,Female,PAR,Parkinson's disease,15,,
1984,01,Residence,Gender,Male,PAR,Parkinson's disease,34,,
1984,01,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,602,,
1984,01,Residence,Gender,Female,PNF,Influenza and pneumonia,316,,
1984,01,Residence,Gender,Male,PNF,Influenza and pneumonia,286,,
1984,01,Residence,Total Population,Total Population,STK,Cerebrovascular diseases,1323,,
1984,01,Residence,Gender,Female,STK,Cerebrovascular diseases,825,,
1984,01,Residence,Gender,Male,STK,Cerebrovascular diseases,498,,
1984,01,Residence,Total Population,Total Population,SUI,Intentional self-harm (suicide),325,,
1984,01,Residence,Gender,Female,SUI,Intentional self-harm (suicide),82,,
1984,01,Residence,Gender,Male,SUI,Intentional self-harm (suicide),243,,
1984,02,Occurrence,Total Population,Total Population,ALL,All causes (total),16453,,
1984,02,Occurrence,Age,Under 1 year,ALL,All causes (total),378,,
1984,02,Occurrence,Age,1-4 years,ALL,All causes (total),70,,
1984,02,Occurrence,Age,5-14 years,ALL,All causes (total),79,,
1984,02,Occurrence,Age,15-24 years,ALL,All causes (total),333,,
1984,02,Occurrence,Age,25-34 years,ALL,All causes (total),461,,
1984,02,Occurrence,Age,35-44 years,ALL,All causes (total),591,,
1984,02,Occurrence,Age,45-54 years,ALL,All causes (total),952,,
1984,02,Occurrence,Age,55-64 years,ALL,All causes (total),2249,,
1984,02,Occurrence,Age,65-74 years,ALL,All causes (total),3606,,
1984,02,Occurrence,Age,75-84 years,ALL,All causes (total),4325,,
1984,02,Occurrence,Age,85 years and over,ALL,All causes (total),3406,,
1984,02,Occurrence,Gender,Female,ALL,All causes (total),7857,,
1984,02,Occurrence,Gender,Male,ALL,All causes (total),8596,,
1984,02,Occurrence,Total Population,Total Population,ALZ,Alzheimer's disease,56,,
1984,02,Occurrence,Gender,Female,ALZ,Alzheimer's disease,21,,
1984,02,Occurrence,Gender,Male,ALZ,Alzheimer's disease,35,,
1984,02,Occurrence,Total Population,Total Population,CAN,Malignant neoplasms,3522,,
1984,02,Occurrence,Gender,Female,CAN,Malignant neoplasms,1751,,
1984,02,Occurrence,Gender,Male,CAN,Malignant neoplasms,1771,,
