"Year","Geography_Type","Strata","Strata_Name","Cause","Cause_Desc","ICD_Revision","Count","Annotation_Code","Annotation_Desc","Data_Revision_Date"
2016,Occurrence,Gender * Race-Ethnicity,Female * White,ALL,All causes (total),ICD-10,80382,,,01/16/2025
2016,Occurrence,Gender * Race-Ethnicity,Female * Other/Unknown,ALL,All causes (total),ICD-10,375,,,01/16/2025
2016,Occurrence,Gender * Race-Ethnicity,Male * American Indian/Alaska Native,ALL,All causes (total),ICD-10,662,,,01/16/2025
2016,Occurrence,Gender * Race-Ethnicity,Male * Asian,ALL,All causes (total),ICD-10,12578,,,01/16/2025
2016,Occurrence,Gender * Race-Ethnicity,Male * Black,ALL,All causes (total),ICD-10,10561,,,01/16/2025
2016,Occurrence,Gender * Race-Ethnicity,Male * Hawaiian/Pacific Islander,ALL,All causes (total),ICD-10,498,,,01/16/2025
2016,Occurrence,Gender * Race-Ethnicity,Male * Hispanic,ALL,All causes (total),ICD-10,27366,,,01/16/2025
2016,Occurrence,Gender * Race-Ethnicity,Male * Multi-Race,ALL,All causes (total),ICD-10,1221,,,01/16/2025
2016,Occurrence,Gender * Race-Ethnicity,Male * White,ALL,All causes (total),ICD-10,82483,,,01/16/2025
2016,Occurrence,Gender * Race-Ethnicity,Male * Other/Unknown,ALL,All causes (total),ICD-10,597,,,01/16/2025
2016,Occurrence,Place Type,Inpatient,ALL,All causes (total),ICD-10,82266,,,01/16/2025
2016,Occurrence,Place Type,Emergency Room/Outpatient,ALL,All causes (total),ICD-10,16984,,,01/16/2025
2016,Occurrence,Place Type,Decedent's Home,ALL,All causes (total),ICD-10,93184,,,01/16/2025
2016,Occurrence,Place Type,Hospice Facility,ALL,All causes (total),ICD-10,5179,,,01/16/2025
2016,Occurrence,Place Type,Nursing Home/Long Term Care Facility,ALL,All causes (total),ICD-10,42278,,,01/16/2025
2016,Occurrence,Place Type,Other/Unknown,ALL,All causes (total),ICD-10,23351,,,01/16/2025
2016,Occurrence,Race-Ethnicity,American Indian/Alaska Native,ALL,All causes (total),ICD-10,1270,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Asian,ALL,All causes (total),ICD-10,25022,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Black,ALL,All causes (total),ICD-10,19960,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,ALL,All causes (total),ICD-10,950,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Hispanic,ALL,All causes (total),ICD-10,49785,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Multi-Race,ALL,All causes (total),ICD-10,2405,,,01/16/2025
2016,Occurrence,Race-Ethnicity,White,ALL,All causes (total),ICD-10,162867,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Other/Unknown,ALL,All causes (total),ICD-10,983,,,01/16/2025
2016,Occurrence,Total Population,Total Population,ALZ,Alzheimer's disease,ICD-10,15606,,,01/16/2025
2016,Occurrence,Gender,Female,ALZ,Alzheimer's disease,ICD-10,10708,,,01/16/2025
2016,Occurrence,Gender,Male,ALZ,Alzheimer's disease,ICD-10,4898,,,01/16/2025
2016,Occurrence,Race-Ethnicity,American Indian/Alaska Native,ALZ,Alzheimer's disease,ICD-10,57,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Asian,ALZ,Alzheimer's disease,ICD-10,1171,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Black,ALZ,Alzheimer's disease,ICD-10,834,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,ALZ,Alzheimer's disease,ICD-10,43,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Hispanic,ALZ,Alzheimer's disease,ICD-10,2122,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Multi-Race,ALZ,Alzheimer's disease,ICD-10,75,,,01/16/2025
2016,Occurrence,Race-Ethnicity,White,ALZ,Alzheimer's disease,ICD-10,11262,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Other/Unknown,ALZ,Alzheimer's disease,ICD-10,42,,,01/16/2025
2016,Occurrence,Total Population,Total Population,CAN,Malignant neoplasms,ICD-10,59805,,,01/16/2025
2016,Occurrence,Gender,Female,CAN,Malignant neoplasms,ICD-10,28833,,,01/16/2025
2016,Occurrence,Gender,Male,CAN,Malignant neoplasms,ICD-10,30972,,,01/16/2025
2016,Occurrence,Race-Ethnicity,American Indian/Alaska Native,CAN,Malignant neoplasms,ICD-10,222,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Asian,CAN,Malignant neoplasms,ICD-10,6745,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Black,CAN,Malignant neoplasms,ICD-10,4328,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,CAN,Malignant neoplasms,ICD-10,216,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Hispanic,CAN,Malignant neoplasms,ICD-10,10927,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Multi-Race,CAN,Malignant neoplasms,ICD-10,522,,,01/16/2025
2016,Occurrence,Race-Ethnicity,White,CAN,Malignant neoplasms,ICD-10,36660,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Other/Unknown,CAN,Malignant neoplasms,ICD-10,185,,,01/16/2025
2016,Occurrence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,13722,,,01/16/2025
2016,Occurrence,Gender,Female,CLD,Chronic lower respiratory diseases,ICD-10,7294,,,01/16/2025
2016,Occurrence,Gender,Male,CLD,Chronic lower respiratory diseases,ICD-10,6428,,,01/16/2025
2016,Occurrence,Race-Ethnicity,American Indian/Alaska Native,CLD,Chronic lower respiratory diseases,ICD-10,74,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Asian,CLD,Chronic lower respiratory diseases,ICD-10,832,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Black,CLD,Chronic lower respiratory diseases,ICD-10,849,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,CLD,Chronic lower respiratory diseases,ICD-10,25,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Hispanic,CLD,Chronic lower respiratory diseases,ICD-10,1366,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Multi-Race,CLD,Chronic lower respiratory diseases,ICD-10,146,,,01/16/2025
2016,Occurrence,Race-Ethnicity,White,CLD,Chronic lower respiratory diseases,ICD-10,10386,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Other/Unknown,CLD,Chronic lower respiratory diseases,ICD-10,44,,,01/16/2025
2016,Occurrence,Total Population,Total Population,DIA,Diabetes mellitus,ICD-10,9120,,,01/16/2025
2016,Occurrence,Gender,Female,DIA,Diabetes mellitus,ICD-10,4058,,,01/16/2025
2016,Occurrence,Gender,Male,DIA,Diabetes mellitus,ICD-10,5062,,,01/16/2025
2016,Occurrence,Race-Ethnicity,American Indian/Alaska Native,DIA,Diabetes mellitus,ICD-10,73,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Asian,DIA,Diabetes mellitus,ICD-10,1112,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Black,DIA,Diabetes mellitus,ICD-10,1011,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,DIA,Diabetes mellitus,ICD-10,57,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Hispanic,DIA,Diabetes mellitus,ICD-10,2762,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Multi-Race,DIA,Diabetes mellitus,ICD-10,81,,,01/16/2025
2016,Occurrence,Race-Ethnicity,White,DIA,Diabetes mellitus,ICD-10,3986,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Other/Unknown,DIA,Diabetes mellitus,ICD-10,38,,,01/16/2025
2016,Occurrence,Total Population,Total Population,HOM,Assault (homicide),ICD-10,2088,,,01/16/2025
2016,Occurrence,Gender,Female,HOM,Assault (homicide),ICD-10,338,,,01/16/2025
2016,Occurrence,Gender,Male,HOM,Assault (homicide),ICD-10,1750,,,01/16/2025
2016,Occurrence,Race-Ethnicity,American Indian/Alaska Native,HOM,Assault (homicide),ICD-10,16,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Asian,HOM,Assault (homicide),ICD-10,105,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Black,HOM,Assault (homicide),ICD-10,588,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,HOM,Assault (homicide),ICD-10,,2,Cell suppressed for complementary cell,01/16/2025
2016,Occurrence,Race-Ethnicity,Hispanic,HOM,Assault (homicide),ICD-10,908,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Multi-Race,HOM,Assault (homicide),ICD-10,27,,,01/16/2025
2016,Occurrence,Race-Ethnicity,White,HOM,Assault (homicide),ICD-10,428,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Other/Unknown,HOM,Assault (homicide),ICD-10,,1,Cell suppressed for small numbers,01/16/2025
2016,Occurrence,Total Population,Total Population,HTD,Diseases of heart,ICD-10,61922,,,01/16/2025
2016,Occurrence,Gender,Female,HTD,Diseases of heart,ICD-10,28309,,,01/16/2025
2016,Occurrence,Gender,Male,HTD,Diseases of heart,ICD-10,33613,,,01/16/2025
2016,Occurrence,Race-Ethnicity,American Indian/Alaska Native,HTD,Diseases of heart,ICD-10,291,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Asian,HTD,Diseases of heart,ICD-10,5475,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Black,HTD,Diseases of heart,ICD-10,5043,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,HTD,Diseases of heart,ICD-10,276,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Hispanic,HTD,Diseases of heart,ICD-10,9938,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Multi-Race,HTD,Diseases of heart,ICD-10,458,,,01/16/2025
2016,Occurrence,Race-Ethnicity,White,HTD,Diseases of heart,ICD-10,40194,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Other/Unknown,HTD,Diseases of heart,ICD-10,247,,,01/16/2025
2016,Occurrence,Total Population,Total Population,HYP,Essential hypertension and hypertensive renal disease,ICD-10,5120,,,01/16/2025
2016,Occurrence,Gender,Female,HYP,Essential hypertension and hypertensive renal disease,ICD-10,2898,,,01/16/2025
2016,Occurrence,Gender,Male,HYP,Essential hypertension and hypertensive renal disease,ICD-10,2222,,,01/16/2025
2016,Occurrence,Race-Ethnicity,American Indian/Alaska Native,HYP,Essential hypertension and hypertensive renal disease,ICD-10,26,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Asian,HYP,Essential hypertension and hypertensive renal disease,ICD-10,680,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Black,HYP,Essential hypertension and hypertensive renal disease,ICD-10,506,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,HYP,Essential hypertension and hypertensive renal disease,ICD-10,14,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Hispanic,HYP,Essential hypertension and hypertensive renal disease,ICD-10,948,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Multi-Race,HYP,Essential hypertension and hypertensive renal disease,ICD-10,41,,,01/16/2025
2016,Occurrence,Race-Ethnicity,White,HYP,Essential hypertension and hypertensive renal disease,ICD-10,2886,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Other/Unknown,HYP,Essential hypertension and hypertensive renal disease,ICD-10,19,,,01/16/2025
2016,Occurrence,Total Population,Total Population,INJ,Accidents (unintentional injuries),ICD-10,13441,,,01/16/2025
2016,Occurrence,Gender,Female,INJ,Accidents (unintentional injuries),ICD-10,4395,,,01/16/2025
2016,Occurrence,Gender,Male,INJ,Accidents (unintentional injuries),ICD-10,9045,,,01/16/2025
2016,Occurrence,Race-Ethnicity,American Indian/Alaska Native,INJ,Accidents (unintentional injuries),ICD-10,96,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Asian,INJ,Accidents (unintentional injuries),ICD-10,883,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Black,INJ,Accidents (unintentional injuries),ICD-10,995,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,INJ,Accidents (unintentional injuries),ICD-10,39,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Hispanic,INJ,Accidents (unintentional injuries),ICD-10,3567,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Multi-Race,INJ,Accidents (unintentional injuries),ICD-10,206,,,01/16/2025
2016,Occurrence,Race-Ethnicity,White,INJ,Accidents (unintentional injuries),ICD-10,7621,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Other/Unknown,INJ,Accidents (unintentional injuries),ICD-10,34,,,01/16/2025
2016,Occurrence,Total Population,Total Population,LIV,Chronic liver disease and cirrhosis,ICD-10,5307,,,01/16/2025
2016,Occurrence,Gender,Female,LIV,Chronic liver disease and cirrhosis,ICD-10,1872,,,01/16/2025
2016,Occurrence,Gender,Male,LIV,Chronic liver disease and cirrhosis,ICD-10,3435,,,01/16/2025
2016,Occurrence,Race-Ethnicity,American Indian/Alaska Native,LIV,Chronic liver disease and cirrhosis,ICD-10,52,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Asian,LIV,Chronic liver disease and cirrhosis,ICD-10,222,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Black,LIV,Chronic liver disease and cirrhosis,ICD-10,274,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,LIV,Chronic liver disease and cirrhosis,ICD-10,,1,Cell suppressed for small numbers,01/16/2025
2016,Occurrence,Race-Ethnicity,Hispanic,LIV,Chronic liver disease and cirrhosis,ICD-10,2040,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Multi-Race,LIV,Chronic liver disease and cirrhosis,ICD-10,50,,,01/16/2025
2016,Occurrence,Race-Ethnicity,White,LIV,Chronic liver disease and cirrhosis,ICD-10,2626,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Other/Unknown,LIV,Chronic liver disease and cirrhosis,ICD-10,,2,Cell suppressed for complementary cell,01/16/2025
2016,Occurrence,Total Population,Total Population,NEP,"Nephritis, nephrotic syndrome and nephrosis",ICD-10,3630,,,01/16/2025
2016,Occurrence,Gender,Female,NEP,"Nephritis, nephrotic syndrome and nephrosis",ICD-10,1767,,,01/16/2025
2016,Occurrence,Gender,Male,NEP,"Nephritis, nephrotic syndrome and nephrosis",ICD-10,1863,,,01/16/2025
2016,Occurrence,Race-Ethnicity,American Indian/Alaska Native,NEP,"Nephritis, nephrotic syndrome and nephrosis",ICD-10,17,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Asian,NEP,"Nephritis, nephrotic syndrome and nephrosis",ICD-10,397,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Black,NEP,"Nephritis, nephrotic syndrome and nephrosis",ICD-10,426,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,NEP,"Nephritis, nephrotic syndrome and nephrosis",ICD-10,14,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Hispanic,NEP,"Nephritis, nephrotic syndrome and nephrosis",ICD-10,955,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Multi-Race,NEP,"Nephritis, nephrotic syndrome and nephrosis",ICD-10,39,,,01/16/2025
2016,Occurrence,Race-Ethnicity,White,NEP,"Nephritis, nephrotic syndrome and nephrosis",ICD-10,1768,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Other/Unknown,NEP,"Nephritis, nephrotic syndrome and nephrosis",ICD-10,14,,,01/16/2025
2016,Occurrence,Total Population,Total Population,PAR,Parkinson's disease,ICD-10,3088,,,01/16/2025
2016,Occurrence,Gender,Female,PAR,Parkinson's disease,ICD-10,1197,,,01/16/2025
2016,Occurrence,Gender,Male,PAR,Parkinson's disease,ICD-10,1891,,,01/16/2025
2016,Occurrence,Race-Ethnicity,American Indian/Alaska Native,PAR,Parkinson's disease,ICD-10,,1,Cell suppressed for small numbers,01/16/2025
2016,Occurrence,Race-Ethnicity,Asian,PAR,Parkinson's disease,ICD-10,300,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Black,PAR,Parkinson's disease,ICD-10,101,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,PAR,Parkinson's disease,ICD-10,,1,Cell suppressed for small numbers,01/16/2025
2016,Occurrence,Race-Ethnicity,Hispanic,PAR,Parkinson's disease,ICD-10,389,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Multi-Race,PAR,Parkinson's disease,ICD-10,17,,,01/16/2025
2016,Occurrence,Race-Ethnicity,White,PAR,Parkinson's disease,ICD-10,2259,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Other/Unknown,PAR,Parkinson's disease,ICD-10,13,,,01/16/2025
2016,Occurrence,Total Population,Total Population,PNF,Influenza and pneumonia,ICD-10,5992,,,01/16/2025
2016,Occurrence,Gender,Female,PNF,Influenza and pneumonia,ICD-10,3039,,,01/16/2025
2016,Occurrence,Gender,Male,PNF,Influenza and pneumonia,ICD-10,2953,,,01/16/2025
2016,Occurrence,Race-Ethnicity,American Indian/Alaska Native,PNF,Influenza and pneumonia,ICD-10,24,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Asian,PNF,Influenza and pneumonia,ICD-10,891,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Black,PNF,Influenza and pneumonia,ICD-10,414,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,PNF,Influenza and pneumonia,ICD-10,20,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Hispanic,PNF,Influenza and pneumonia,ICD-10,1171,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Multi-Race,PNF,Influenza and pneumonia,ICD-10,42,,,01/16/2025
2016,Occurrence,Race-Ethnicity,White,PNF,Influenza and pneumonia,ICD-10,3398,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Other/Unknown,PNF,Influenza and pneumonia,ICD-10,32,,,01/16/2025
2016,Occurrence,Total Population,Total Population,STK,Cerebrovascular diseases,ICD-10,15712,,,01/16/2025
2016,Occurrence,Gender,Female,STK,Cerebrovascular diseases,ICD-10,9043,,,01/16/2025
2016,Occurrence,Gender,Male,STK,Cerebrovascular diseases,ICD-10,6669,,,01/16/2025
2016,Occurrence,Race-Ethnicity,American Indian/Alaska Native,STK,Cerebrovascular diseases,ICD-10,42,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Asian,STK,Cerebrovascular diseases,ICD-10,2100,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Black,STK,Cerebrovascular diseases,ICD-10,1166,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,STK,Cerebrovascular diseases,ICD-10,59,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Hispanic,STK,Cerebrovascular diseases,ICD-10,2940,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Multi-Race,STK,Cerebrovascular diseases,ICD-10,116,,,01/16/2025
2016,Occurrence,Race-Ethnicity,White,STK,Cerebrovascular diseases,ICD-10,9237,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Other/Unknown,STK,Cerebrovascular diseases,ICD-10,52,,,01/16/2025
2016,Occurrence,Total Population,Total Population,SUI,Intentional self-harm (suicide),ICD-10,4328,,,01/16/2025
2016,Occurrence,Gender,Female,SUI,Intentional self-harm (suicide),ICD-10,1020,,,01/16/2025
2016,Occurrence,Gender,Male,SUI,Intentional self-harm (suicide),ICD-10,3308,,,01/16/2025
2016,Occurrence,Race-Ethnicity,American Indian/Alaska Native,SUI,Intentional self-harm (suicide),ICD-10,32,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Asian,SUI,Intentional self-harm (suicide),ICD-10,370,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Black,SUI,Intentional self-harm (suicide),ICD-10,154,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Hawaiian/Pacific Islander,SUI,Intentional self-harm (suicide),ICD-10,,1,Cell suppressed for small numbers,01/16/2025
2016,Occurrence,Race-Ethnicity,Hispanic,SUI,Intentional self-harm (suicide),ICD-10,850,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Multi-Race,SUI,Intentional self-harm (suicide),ICD-10,97,,,01/16/2025
2016,Occurrence,Race-Ethnicity,White,SUI,Intentional self-harm (suicide),ICD-10,2803,,,01/16/2025
2016,Occurrence,Race-Ethnicity,Other/Unknown,SUI,Intentional self-harm (suicide),ICD-10,,2,Cell suppressed for complementary cell,01/16/2025
2016,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,262223,,,01/16/2025
2016,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,2054,,,01/16/2025
2016,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,397,,,01/16/2025
2016,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,531,,,01/16/2025
2016,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,3163,,,01/16/2025
2016,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,5180,,,01/16/2025
2016,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,7029,,,01/16/2025
2016,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,16379,,,01/16/2025
2016,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,34168,,,01/16/2025
2016,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,45846,,,01/16/2025
2016,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,59114,,,01/16/2025
2016,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,88344,,,01/16/2025
2016,Residence,Gender,Female,ALL,All causes (total),ICD-10,126975,,,01/16/2025
2016,Residence,Gender,Male,ALL,All causes (total),ICD-10,135246,,,01/16/2025
2016,Residence,Gender * Race-Ethnicity,Female * American Indian/Alaska Native,ALL,All causes (total),ICD-10,624,,,01/16/2025
2016,Residence,Gender * Race-Ethnicity,Female * Asian,ALL,All causes (total),ICD-10,12390,,,01/16/2025
2016,Residence,Gender * Race-Ethnicity,Female * Black,ALL,All causes (total),ICD-10,9370,,,01/16/2025
2016,Residence,Gender * Race-Ethnicity,Female * Hawaiian/Pacific Islander,ALL,All causes (total),ICD-10,439,,,01/16/2025
2016,Residence,Gender * Race-Ethnicity,Female * Hispanic,ALL,All causes (total),ICD-10,22382,,,01/16/2025
2016,Residence,Gender * Race-Ethnicity,Female * Multi-Race,ALL,All causes (total),ICD-10,1185,,,01/16/2025
2016,Residence,Gender * Race-Ethnicity,Female * White,ALL,All causes (total),ICD-10,80217,,,01/16/2025
2016,Residence,Gender * Race-Ethnicity,Female * Other/Unknown,ALL,All causes (total),ICD-10,368,,,01/16/2025
2016,Residence,Gender * Race-Ethnicity,Male * American Indian/Alaska Native,ALL,All causes (total),ICD-10,664,,,01/16/2025
2016,Residence,Gender * Race-Ethnicity,Male * Asian,ALL,All causes (total),ICD-10,12524,,,01/16/2025
2016,Residence,Gender * Race-Ethnicity,Male * Black,ALL,All causes (total),ICD-10,10498,,,01/16/2025
2016,Residence,Gender * Race-Ethnicity,Male * Hawaiian/Pacific Islander,ALL,All causes (total),ICD-10,488,,,01/16/2025
2016,Residence,Gender * Race-Ethnicity,Male * Hispanic,ALL,All causes (total),ICD-10,27250,,,01/16/2025
2016,Residence,Gender * Race-Ethnicity,Male * Multi-Race,ALL,All causes (total),ICD-10,1206,,,01/16/2025
2016,Residence,Gender * Race-Ethnicity,Male * White,ALL,All causes (total),ICD-10,82056,,,01/16/2025
2016,Residence,Gender * Race-Ethnicity,Male * Other/Unknown,ALL,All causes (total),ICD-10,560,,,01/16/2025
2016,Residence,Place Type,Inpatient,ALL,All causes (total),ICD-10,81978,,,01/16/2025
2016,Residence,Place Type,Emergency Room/Outpatient,ALL,All causes (total),ICD-10,16865,,,01/16/2025
2016,Residence,Place Type,Decedent's Home,ALL,All causes (total),ICD-10,93049,,,01/16/2025
2016,Residence,Place Type,Hospice Facility,ALL,All causes (total),ICD-10,5283,,,01/16/2025
2016,Residence,Place Type,Nursing Home/Long Term Care Facility,ALL,All causes (total),ICD-10,42260,,,01/16/2025
2016,Residence,Place Type,Other/Unknown,ALL,All causes (total),ICD-10,22788,,,01/16/2025
2016,Residence,Race-Ethnicity,American Indian/Alaska Native,ALL,All causes (total),ICD-10,1288,,,01/16/2025
2016,Residence,Race-Ethnicity,Asian,ALL,All causes (total),ICD-10,24914,,,01/16/2025
2016,Residence,Race-Ethnicity,Black,ALL,All causes (total),ICD-10,19869,,,01/16/2025
2016,Residence,Race-Ethnicity,Hawaiian/Pacific Islander,ALL,All causes (total),ICD-10,927,,,01/16/2025
2016,Residence,Race-Ethnicity,Hispanic,ALL,All causes (total),ICD-10,49633,,,01/16/2025
2016,Residence,Race-Ethnicity,Multi-Race,ALL,All causes (total),ICD-10,2391,,,01/16/2025
2016,Residence,Race-Ethnicity,White,ALL,All causes (total),ICD-10,162273,,,01/16/2025
2016,Residence,Race-Ethnicity,Other/Unknown,ALL,All causes (total),ICD-10,928,,,01/16/2025
2016,Residence,Total Population,Total Population,ALZ,Alzheimer's disease,ICD-10,15575,,,01/16/2025
2016,Residence,Gender,Female,ALZ,Alzheimer's disease,ICD-10,10678,,,01/16/2025
2016,Residence,Gender,Male,ALZ,Alzheimer's disease,ICD-10,4897,,,01/16/2025
2016,Residence,Race-Ethnicity,American Indian/Alaska Native,ALZ,Alzheimer's disease,ICD-10,57,,,01/16/2025
2016,Residence,Race-Ethnicity,Asian,ALZ,Alzheimer's disease,ICD-10,1172,,,01/16/2025
2016,Residence,Race-Ethnicity,Black,ALZ,Alzheimer's disease,ICD-10,832,,,01/16/2025
2016,Residence,Race-Ethnicity,Hawaiian/Pacific Islander,ALZ,Alzheimer's disease,ICD-10,42,,,01/16/2025
2016,Residence,Race-Ethnicity,Hispanic,ALZ,Alzheimer's disease,ICD-10,2118,,,01/16/2025
2016,Residence,Race-Ethnicity,Multi-Race,ALZ,Alzheimer's disease,ICD-10,75,,,01/16/2025
2016,Residence,Race-Ethnicity,White,ALZ,Alzheimer's disease,ICD-10,11239,,,01/16/2025
2016,Residence,Race-Ethnicity,Other/Unknown,ALZ,Alzheimer's disease,ICD-10,40,,,01/16/2025
2016,Residence,Total Population,Total Population,CAN,Malignant neoplasms,ICD-10,59510,,,01/16/2025
2016,Residence,Gender,Female,CAN,Malignant neoplasms,ICD-10,28692,,,01/16/2025
2016,Residence,Gender,Male,CAN,Malignant neoplasms,ICD-10,30818,,,01/16/2025
2016,Residence,Race-Ethnicity,American Indian/Alaska Native,CAN,Malignant neoplasms,ICD-10,223,,,01/16/2025
2016,Residence,Race-Ethnicity,Asian,CAN,Malignant neoplasms,ICD-10,6692,,,01/16/2025
2016,Residence,Race-Ethnicity,Black,CAN,Malignant neoplasms,ICD-10,4303,,,01/16/2025
2016,Residence,Race-Ethnicity,Hawaiian/Pacific Islander,CAN,Malignant neoplasms,ICD-10,208,,,01/16/2025
2016,Residence,Race-Ethnicity,Hispanic,CAN,Malignant neoplasms,ICD-10,10876,,,01/16/2025
2016,Residence,Race-Ethnicity,Multi-Race,CAN,Malignant neoplasms,ICD-10,522,,,01/16/2025
2016,Residence,Race-Ethnicity,White,CAN,Malignant neoplasms,ICD-10,36507,,,01/16/2025
2016,Residence,Race-Ethnicity,Other/Unknown,CAN,Malignant neoplasms,ICD-10,179,,,01/16/2025
2016,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,13711,,,01/16/2025
2016,Residence,Gender,Female,CLD,Chronic lower respiratory diseases,ICD-10,7281,,,01/16/2025
2016,Residence,Gender,Male,CLD,Chronic lower respiratory diseases,ICD-10,6430,,,01/16/2025
